timestamp,junction_id,direction,accident_flag,accident_severity,lanes_blocked,clearance_time,road_block_flag,construction_flag,emergency_vehicle_present
2026-02-03 12:57:50.633444,J3,W,0,None,1,74,1,0,0
2025-07-29 21:57:50.633444,J2,S,1,Minor,2,71,1,0,0
2025-05-05 17:57:50.633444,J1,S,0,None,1,102,0,0,0
2025-04-17 18:57:50.633444,J12,N,0,None,0,73,0,0,0
2025-08-09 05:57:50.633444,J7,E,1,Minor,1,23,0,0,0
2026-03-14 15:57:50.633444,J4,E,1,Minor,2,38,0,0,0
2026-03-06 01:57:50.633444,J7,E,0,None,0,44,0,0,1
2025-04-18 22:57:50.633444,J18,S,1,None,1,28,0,0,1
2025-12-14 07:57:50.633444,J17,E,0,None,0,47,0,0,1
2025-12-14 23:57:50.633444,J6,N,1,Minor,0,100,1,1,0
2025-06-08 19:57:50.633444,J7,W,0,None,1,16,0,0,0
2025-11-02 11:57:50.633444,J8,N,0,None,2,113,0,0,0
2025-06-24 21:57:50.633444,J9,S,0,None,2,43,0,0,0
2025-07-09 01:57:50.633444,J14,W,0,None,0,30,1,0,0
2025-06-02 17:57:50.633444,J9,W,0,None,1,82,0,0,1
2026-02-24 13:57:50.633444,J16,E,0,None,2,54,0,0,0
2026-02-15 04:57:50.633444,J14,E,1,Minor,2,28,0,0,0
2026-03-23 01:57:50.633444,J16,W,0,None,1,87,0,0,0
2025-06-07 05:57:50.633444,J18,W,0,None,2,60,0,0,0
2026-03-30 00:57:50.633444,J7,W,1,Minor,1,42,1,0,0
2025-09-12 22:57:50.633444,J12,W,0,None,0,64,0,0,1
2026-01-14 04:57:50.633444,J8,E,0,None,2,56,0,0,1
2026-02-03 20:57:50.633444,J6,N,1,Major,1,24,0,0,0
2026-01-17 01:57:50.633444,J17,E,0,None,0,24,1,1,0
2025-09-11 22:57:50.633444,J6,N,0,None,1,95,0,0,0
2025-12-06 17:57:50.633444,J13,W,1,None,1,58,0,0,0
2025-11-23 02:57:50.633444,J16,S,0,None,2,116,0,0,1
2025-12-08 15:57:50.633444,J13,S,0,None,2,82,0,0,0
2025-04-07 11:57:50.633444,J3,N,0,None,1,59,1,0,0
2025-08-26 19:57:50.633444,J8,S,0,None,1,86,0,0,0
2025-09-24 09:57:50.633444,J2,S,0,None,2,24,0,0,0
2025-12-27 13:57:50.633444,J13,N,1,None,0,61,0,0,1
2025-08-22 09:57:50.633444,J6,S,0,None,0,110,0,0,0
2025-07-16 10:57:50.633444,J18,N,1,Fatal,1,52,0,0,0
2025-11-02 13:57:50.633444,J14,S,1,Minor,2,112,0,0,0
2025-04-12 13:57:50.633444,J9,S,0,None,2,108,1,1,0
2026-03-15 12:57:50.633444,J9,S,0,None,2,39,0,0,0
2025-09-22 20:57:50.633444,J4,N,0,None,2,87,0,0,0
2025-10-15 17:57:50.633444,J11,E,1,None,2,44,0,0,0
2025-10-05 04:57:50.633444,J6,W,0,None,0,114,1,1,0
2025-08-28 04:57:50.633444,J1,N,0,None,0,65,0,0,1
2026-01-18 19:57:50.633444,J13,E,0,None,2,77,0,0,0
2025-05-08 00:57:50.633444,J11,N,1,Minor,0,81,0,0,0
2025-07-07 04:57:50.633444,J5,E,0,None,0,88,1,0,0
2026-02-13 16:57:50.633444,J4,N,0,None,0,37,1,0,0
2025-09-14 18:57:50.633444,J17,N,1,None,0,99,0,0,1
2025-06-12 23:57:50.633444,J9,S,0,None,2,31,0,0,0
2026-03-19 07:57:50.633444,J3,S,0,None,1,108,0,0,0
2025-12-23 08:57:50.633444,J6,N,0,None,0,21,1,0,0
2025-07-21 02:57:50.633444,J1,N,1,None,1,112,0,0,0
2026-03-12 21:57:50.633444,J16,S,0,None,1,71,0,0,0
2025-08-01 00:57:50.633444,J14,W,1,None,1,60,0,0,0
2025-10-05 09:57:50.633444,J4,N,0,None,0,34,0,0,1
2025-05-26 11:57:50.633444,J5,W,0,None,1,116,0,0,1
2026-03-27 14:57:50.633444,J19,W,0,None,0,117,0,0,0
2026-03-15 21:57:50.633444,J19,S,0,None,0,87,0,0,0
2025-06-06 19:57:50.633444,J5,N,1,Major,2,41,0,1,0
2025-09-04 16:57:50.633444,J7,N,1,None,0,97,0,0,0
2025-07-26 06:57:50.633444,J17,S,0,None,2,54,0,0,0
2026-01-24 08:57:50.633444,J5,W,0,None,0,114,0,0,0
2025-12-25 09:57:50.633444,J1,S,1,Fatal,0,38,0,0,0
2025-07-02 21:57:50.633444,J15,E,1,Minor,2,84,0,0,0
2025-04-25 16:57:50.633444,J11,N,0,None,1,102,0,0,0
2025-11-02 06:57:50.633444,J5,E,1,Minor,2,77,0,0,1
2025-08-24 19:57:50.633444,J19,N,1,None,2,72,0,0,1
2026-01-28 05:57:50.633444,J12,E,0,None,1,28,0,0,1
2026-02-15 22:57:50.633444,J17,W,0,None,2,70,0,0,0
2025-11-04 12:57:50.633444,J1,S,0,None,1,92,0,0,1
2025-07-20 06:57:50.633444,J10,E,0,None,2,101,1,0,1
2025-08-03 07:57:50.633444,J16,N,0,None,2,56,0,0,1
2026-02-16 14:57:50.633444,J1,N,0,None,2,94,1,0,0
2025-08-06 11:57:50.633444,J10,N,0,None,1,70,1,0,0
2025-04-25 04:57:50.633444,J4,N,1,None,1,81,0,1,1
2025-08-24 20:57:50.633444,J15,E,0,None,1,65,0,0,0
2025-10-18 15:57:50.633444,J5,W,0,None,0,87,0,1,0
2026-03-19 15:57:50.633444,J10,W,0,None,0,16,0,0,0
2025-04-27 19:57:50.633444,J15,S,0,None,2,110,0,1,0
2025-10-11 01:57:50.633444,J10,N,1,None,0,119,0,0,0
2025-08-06 19:57:50.633444,J12,W,0,None,2,97,0,0,0
2025-11-17 05:57:50.633444,J5,S,0,None,0,76,1,0,0
2026-01-15 03:57:50.633444,J16,E,1,Major,0,87,0,0,0
2025-06-29 02:57:50.633444,J8,E,1,Minor,1,61,1,0,0
2025-08-26 11:57:50.633444,J4,S,0,None,2,73,1,0,0
2025-10-17 04:57:50.633444,J2,E,0,None,1,101,0,0,0
2026-02-18 13:57:50.633444,J1,W,0,None,1,54,0,0,0
2025-04-28 03:57:50.633444,J7,E,0,None,0,114,0,0,0
2026-02-03 03:57:50.633444,J15,N,1,None,2,40,1,1,0
2025-07-05 15:57:50.633444,J9,N,0,None,2,30,0,0,0
2025-11-17 05:57:50.633444,J3,N,1,None,2,25,0,0,0
2025-09-03 15:57:50.633444,J4,E,1,Minor,2,57,0,0,0
2025-04-19 15:57:50.633444,J19,E,0,None,2,15,1,0,0
2026-01-23 07:57:50.633444,J8,E,1,Fatal,2,51,0,0,0
2025-10-06 22:57:50.633444,J19,S,1,Minor,0,17,0,0,0
2025-11-22 17:57:50.633444,J8,N,1,Minor,2,100,0,0,1
2025-05-31 13:57:50.633444,J8,N,1,Minor,2,37,1,0,0
2025-10-11 16:57:50.633444,J4,N,0,None,0,93,0,0,0
2025-09-16 03:57:50.633444,J9,W,1,Minor,0,70,0,0,0
2026-02-09 01:57:50.633444,J11,N,1,None,2,109,0,1,1
2025-12-31 05:57:50.633444,J1,S,1,Major,2,85,0,0,0
2025-09-29 17:57:50.633444,J8,S,1,None,1,71,0,0,1
2025-12-18 05:57:50.633444,J19,W,0,None,0,31,0,0,1
2026-01-19 13:57:50.633444,J19,W,0,None,0,33,0,0,0
2025-04-04 02:57:50.633444,J12,W,0,None,2,52,1,1,0
2026-01-09 21:57:50.633444,J16,N,0,None,1,70,0,0,0
2026-01-20 00:57:50.633444,J14,E,0,None,2,25,0,0,0
2025-05-16 01:57:50.633444,J10,W,1,Major,1,61,0,0,0
2025-04-03 22:57:50.633444,J4,E,0,None,2,95,0,0,0
2025-11-04 05:57:50.633444,J20,W,0,None,1,53,0,0,0
2025-09-16 20:57:50.633444,J11,N,0,None,1,39,0,0,0
2025-07-04 20:57:50.633444,J12,N,1,None,2,68,0,0,0
2025-11-25 06:57:50.633444,J13,W,1,Minor,1,118,1,0,0
2025-11-25 01:57:50.633444,J15,W,1,None,1,61,0,0,1
2025-10-12 03:57:50.633444,J2,W,0,None,1,45,0,0,0
2025-05-17 06:57:50.633444,J14,N,1,Minor,0,74,0,0,0
2025-06-05 07:57:50.633444,J4,N,0,None,2,53,0,0,1
2025-12-20 09:57:50.633444,J17,S,0,None,0,59,0,0,0
2025-04-09 10:57:50.633444,J8,E,0,None,2,100,1,0,1
2026-03-21 03:57:50.633444,J20,E,1,None,0,93,0,0,0
2025-06-07 23:57:50.633444,J9,W,0,None,1,74,1,0,0
2025-08-22 16:57:50.633444,J4,E,0,None,0,97,1,0,1
2025-09-29 04:57:50.633444,J4,E,0,None,0,88,0,0,0
2026-01-18 06:57:50.633444,J13,W,0,None,2,50,1,0,0
2025-12-27 18:57:50.633444,J3,E,0,None,1,22,0,0,0
2025-10-31 23:57:50.633444,J16,W,1,Major,2,64,0,0,0
2025-05-01 23:57:50.633444,J2,N,1,None,0,73,1,0,1
2026-02-10 00:57:50.633444,J4,W,0,None,0,41,0,1,0
2025-11-02 10:57:50.633444,J12,S,0,None,2,106,0,0,0
2025-10-25 17:57:50.633444,J1,E,0,None,0,91,0,0,1
2026-03-08 01:57:50.633444,J5,S,0,None,2,71,0,0,0
2025-06-04 17:57:50.633444,J16,E,0,None,0,19,0,0,0
2026-01-12 22:57:50.633444,J15,E,0,None,0,54,0,1,1
2025-11-22 11:57:50.633444,J1,W,0,None,0,61,0,0,0
2025-05-31 10:57:50.633444,J9,W,0,None,0,61,0,0,1
2025-11-29 00:57:50.633444,J5,S,1,Minor,0,111,0,0,0
2026-03-15 09:57:50.633444,J14,N,1,Minor,0,80,0,0,0
2025-06-29 12:57:50.633444,J14,S,1,None,0,50,1,0,0
2025-08-13 23:57:50.633444,J2,E,1,Minor,2,83,0,0,0
2025-05-30 02:57:50.633444,J15,S,0,None,2,68,0,0,0
2025-10-08 11:57:50.633444,J10,S,0,None,0,46,0,0,0
2025-12-13 21:57:50.633444,J3,W,1,Minor,1,84,0,0,1
2026-02-25 14:57:50.633444,J5,E,1,None,0,90,0,0,0
2025-08-14 10:57:50.633444,J6,N,0,None,0,87,0,0,0
2026-03-01 11:57:50.633444,J13,S,0,None,2,21,0,0,0
2025-10-22 08:57:50.633444,J20,W,0,None,1,89,1,0,0
2026-02-05 07:57:50.633444,J19,W,0,None,2,48,1,0,0
2025-12-31 17:57:50.633444,J19,N,0,None,0,118,1,0,0
2025-05-02 13:57:50.633444,J10,E,0,None,0,106,0,0,0
2025-06-03 17:57:50.633444,J18,N,1,Major,0,93,0,0,0
2025-11-29 20:57:50.633444,J7,N,1,None,1,106,0,0,1
2025-04-15 22:57:50.633444,J11,N,0,None,1,88,0,0,0
2025-07-08 21:57:50.633444,J20,W,0,None,1,93,0,0,0
2026-03-26 06:57:50.633444,J5,E,0,None,2,22,0,0,0
2025-04-18 15:57:50.633444,J18,S,0,None,2,114,0,0,0
2025-09-15 12:57:50.633444,J13,E,1,Major,1,80,0,0,0
2025-07-29 10:57:50.633444,J10,N,0,None,0,15,0,0,0
2025-05-26 01:57:50.633444,J13,E,1,None,2,85,1,0,1
2025-09-03 14:57:50.633444,J7,E,1,None,1,44,1,0,0
2026-02-09 16:57:50.633444,J19,N,0,None,1,110,0,0,0
2025-09-30 08:57:50.633444,J16,W,0,None,1,109,0,1,0
2025-06-11 19:57:50.633444,J2,N,0,None,0,33,0,0,0
2025-04-27 10:57:50.633444,J10,N,0,None,1,118,0,0,0
2025-05-07 01:57:50.633444,J9,N,1,Minor,1,62,0,0,0
2025-10-17 06:57:50.633444,J8,N,0,None,0,96,0,0,0
2025-10-12 19:57:50.633444,J7,N,1,Minor,2,60,0,0,0
2025-08-16 05:57:50.633444,J8,E,0,None,2,44,0,0,0
2025-10-27 12:57:50.633444,J20,W,0,None,2,115,0,0,0
2026-01-02 01:57:50.633444,J16,S,0,None,1,48,0,0,0
2026-04-01 09:57:50.633444,J7,S,0,None,0,91,0,0,0
2025-11-16 01:57:50.633444,J2,W,1,Minor,0,20,0,0,0
2025-12-10 09:57:50.633444,J9,W,0,None,1,17,0,0,0
2025-12-04 13:57:50.633444,J17,E,1,Major,1,105,0,0,1
2025-06-03 23:57:50.633444,J12,E,1,None,0,82,0,0,0
2025-11-18 22:57:50.633444,J20,N,0,None,2,20,0,0,0
2025-12-21 00:57:50.633444,J17,S,1,Major,2,68,0,0,1
2025-11-11 17:57:50.633444,J1,S,0,None,1,39,0,0,0
2025-09-01 19:57:50.633444,J6,W,0,None,2,55,0,0,0
2025-08-05 09:57:50.633444,J6,W,0,None,0,55,0,0,1
2025-09-22 15:57:50.633444,J6,N,0,None,0,90,0,0,0
2025-10-03 04:57:50.633444,J13,S,1,Fatal,0,25,0,0,0
2026-01-13 12:57:50.633444,J2,S,0,None,0,57,0,0,0
2026-01-11 19:57:50.633444,J8,N,1,Minor,2,57,1,1,0
2025-07-24 19:57:50.633444,J6,N,0,None,1,72,0,0,0
2026-01-21 13:57:50.633444,J11,S,1,Fatal,1,103,0,0,0
2025-10-30 09:57:50.633444,J13,N,1,Minor,2,105,0,0,1
2025-08-21 03:57:50.633444,J6,S,0,None,2,34,0,0,0
2026-03-17 11:57:50.633444,J13,N,0,None,0,93,1,0,0
2025-05-05 10:57:50.633444,J6,E,0,None,0,21,0,0,0
2025-09-22 05:57:50.633444,J12,N,0,None,2,46,0,0,0
2026-02-27 04:57:50.633444,J14,N,0,None,2,22,0,0,0
2025-04-26 08:57:50.633444,J15,E,0,None,1,67,1,0,1
2025-09-12 18:57:50.633444,J18,W,1,None,0,52,0,0,0
2025-04-23 23:57:50.633444,J7,N,0,None,1,45,0,0,0
2025-12-24 13:57:50.633444,J17,S,1,None,0,85,0,0,1
2025-05-30 21:57:50.633444,J11,E,0,None,2,22,1,0,0
2025-05-27 22:57:50.633444,J4,W,0,None,0,102,1,0,1
2025-11-22 13:57:50.633444,J10,S,0,None,0,65,0,0,0
2025-10-08 18:57:50.633444,J17,S,0,None,2,79,0,1,0
2025-07-26 21:57:50.633444,J12,E,1,Minor,1,90,0,0,0
2025-12-16 14:57:50.633444,J5,N,0,None,0,46,0,0,1
2026-01-15 22:57:50.633444,J13,E,0,None,2,50,0,0,0
2026-03-12 02:57:50.633444,J20,W,0,None,2,96,0,0,0
2025-05-01 14:57:50.633444,J14,N,1,Minor,2,100,0,0,0
2026-01-18 15:57:50.633444,J7,S,0,None,0,93,0,0,0
2025-10-24 01:57:50.633444,J17,W,0,None,0,65,0,1,1
2025-06-07 05:57:50.633444,J8,E,0,None,2,103,0,1,0
2025-08-19 00:57:50.633444,J5,N,1,Minor,2,22,1,0,1
2026-03-06 17:57:50.633444,J9,W,0,None,1,15,0,1,1
2025-10-06 08:57:50.633444,J13,S,0,None,1,97,0,0,0
2025-12-31 02:57:50.633444,J2,N,0,None,2,16,0,0,1
2025-07-08 10:57:50.633444,J17,E,0,None,0,31,0,1,0
2025-08-25 08:57:50.633444,J12,S,1,None,2,44,0,0,1
2025-05-06 02:57:50.633444,J3,S,1,None,2,79,0,0,0
2026-03-12 08:57:50.633444,J8,W,0,None,0,32,0,1,0
2025-05-31 16:57:50.633444,J6,N,0,None,1,65,0,0,0
2025-04-26 05:57:50.633444,J17,S,1,Minor,1,28,0,0,1
2025-10-13 05:57:50.633444,J16,S,0,None,2,66,0,0,1
2026-03-06 22:57:50.633444,J10,N,0,None,1,45,1,0,1
2026-01-31 15:57:50.633444,J5,E,0,None,1,98,1,0,0
2025-04-27 22:57:50.633444,J15,N,0,None,1,108,0,0,1
2025-06-27 11:57:50.633444,J18,E,0,None,1,54,1,0,0
2025-12-02 07:57:50.633444,J6,W,0,None,1,85,0,0,0
2026-03-08 11:57:50.633444,J16,E,0,None,2,85,0,0,0
2025-10-13 01:57:50.633444,J17,N,0,None,0,101,0,0,0
2025-05-22 08:57:50.633444,J14,E,0,None,0,46,0,0,0
2025-11-09 17:57:50.633444,J5,N,0,None,1,74,0,0,0
2026-02-22 01:57:50.633444,J1,N,0,None,0,15,0,0,0
2025-07-18 09:57:50.633444,J10,N,0,None,0,38,0,0,0
2025-05-28 21:57:50.633444,J6,S,0,None,2,83,0,1,0
2026-02-03 23:57:50.633444,J6,N,1,Minor,1,66,0,0,0
2025-04-04 21:57:50.633444,J8,E,0,None,1,91,0,0,1
2025-08-08 22:57:50.633444,J10,E,0,None,0,88,0,1,0
2025-06-22 11:57:50.633444,J11,N,0,None,0,37,0,0,0
2025-09-18 14:57:50.633444,J2,W,0,None,0,103,0,0,0
2025-07-20 23:57:50.633444,J12,N,0,None,0,97,0,0,0
2025-10-23 15:57:50.633444,J15,E,0,None,1,118,0,0,1
2025-05-05 08:57:50.633444,J16,W,0,None,2,88,0,0,0
2025-09-27 20:57:50.633444,J16,S,0,None,1,77,0,0,0
2025-10-22 20:57:50.633444,J14,E,1,Minor,2,74,0,0,0
2025-05-19 23:57:50.633444,J11,E,0,None,1,74,0,0,1
2025-07-23 02:57:50.633444,J18,E,0,None,2,79,0,1,0
2025-12-24 05:57:50.633444,J1,N,0,None,2,65,0,0,0
2025-09-15 11:57:50.633444,J15,N,0,None,0,47,0,0,0
2025-05-18 14:57:50.633444,J11,N,0,None,1,57,1,0,1
2025-10-26 20:57:50.633444,J7,W,0,None,0,118,0,0,0
2025-09-03 09:57:50.633444,J4,S,0,None,2,91,1,0,0
2025-07-09 22:57:50.633444,J8,S,0,None,2,49,1,0,1
2025-07-09 10:57:50.633444,J15,S,1,None,0,77,0,0,1
2025-12-16 02:57:50.633444,J17,W,1,Major,1,105,0,0,0
2025-11-07 07:57:50.633444,J15,E,0,None,1,36,0,0,0
2026-03-17 08:57:50.633444,J1,W,0,None,2,101,0,0,0
2026-03-18 22:57:50.633444,J5,N,0,None,1,108,1,0,0
2025-10-18 09:57:50.633444,J15,N,0,None,0,84,0,1,0
2026-03-07 05:57:50.633444,J2,W,0,None,1,104,0,0,0
2025-12-15 06:57:50.633444,J20,E,1,Fatal,1,72,0,0,0
2026-01-05 01:57:50.633444,J12,N,0,None,2,82,0,0,0
2025-05-20 01:57:50.633444,J19,S,0,None,2,117,0,0,1
2025-05-20 14:57:50.633444,J1,E,0,None,0,95,1,0,0
2025-09-14 06:57:50.633444,J9,W,1,Major,1,41,0,0,0
2025-12-07 11:57:50.633444,J17,E,0,None,0,25,0,0,0
2026-03-30 14:57:50.633444,J7,S,1,Minor,2,111,0,0,0
2025-12-16 21:57:50.633444,J11,S,0,None,1,50,0,0,0
2026-02-20 05:57:50.633444,J19,S,0,None,2,79,0,1,0
2026-01-15 02:57:50.633444,J3,E,1,None,1,89,0,0,0
2025-11-10 23:57:50.633444,J20,S,0,None,0,96,0,0,0
2025-07-31 13:57:50.633444,J14,E,0,None,2,97,0,1,0
2025-09-01 18:57:50.633444,J20,E,0,None,1,100,0,1,0
2025-10-19 17:57:50.633444,J20,W,0,None,2,73,0,0,0
2025-05-21 15:57:50.633444,J3,E,0,None,2,33,0,0,0
2025-09-21 02:57:50.633444,J19,S,0,None,0,103,0,1,0
2025-05-08 20:57:50.633444,J10,W,0,None,2,116,1,0,0
2025-10-01 16:57:50.633444,J17,S,1,None,2,57,0,0,0
2025-05-19 08:57:50.633444,J12,E,0,None,0,94,0,0,0
2026-02-03 22:57:50.633444,J1,N,0,None,1,77,0,0,0
2026-01-14 10:57:50.633444,J17,W,0,None,2,20,1,0,0
2025-06-15 23:57:50.633444,J16,N,0,None,1,25,0,0,0
2026-03-14 09:57:50.633444,J7,S,0,None,2,25,0,0,0
2025-08-08 07:57:50.633444,J16,W,0,None,0,116,0,0,0
2025-10-10 05:57:50.633444,J3,W,1,Major,1,117,0,0,0
2025-08-25 19:57:50.633444,J14,W,0,None,1,34,1,0,0
2025-08-30 06:57:50.633444,J9,N,0,None,1,80,0,0,1
2025-05-12 06:57:50.633444,J5,S,0,None,1,30,0,0,0
2025-08-28 04:57:50.633444,J5,S,0,None,1,15,0,1,0
2025-09-04 21:57:50.633444,J13,N,1,None,0,73,0,0,0
2025-05-08 10:57:50.633444,J18,E,1,None,2,78,1,0,0
2025-05-25 22:57:50.633444,J20,N,1,Major,0,30,0,0,0
2025-10-11 04:57:50.633444,J19,N,1,None,1,60,1,0,0
2025-11-05 14:57:50.633444,J1,E,1,None,2,40,1,0,1
2025-04-10 11:57:50.633444,J2,E,1,Major,2,102,0,0,1
2025-07-22 07:57:50.633444,J7,E,0,None,0,44,0,0,0
2025-11-27 08:57:50.633444,J2,W,0,None,0,15,0,0,1
2025-11-11 21:57:50.633444,J14,N,0,None,2,70,0,0,0
2025-10-21 19:57:50.633444,J5,N,0,None,0,118,0,0,1
2026-03-01 09:57:50.633444,J1,S,1,None,1,69,0,0,0
2025-06-10 20:57:50.633444,J9,E,1,Major,2,32,0,0,0
2025-04-12 18:57:50.633444,J7,S,1,Minor,1,114,0,0,0
2025-09-14 18:57:50.633444,J7,S,1,None,2,57,0,0,0
2025-10-04 05:57:50.633444,J9,S,1,None,2,44,0,0,1
2025-07-10 22:57:50.633444,J20,N,1,Minor,1,105,0,0,0
2025-12-31 19:57:50.633444,J18,E,0,None,1,30,0,0,0
2025-04-22 15:57:50.633444,J19,N,1,Minor,2,86,1,0,1
2025-06-15 18:57:50.633444,J8,W,1,Major,2,89,0,0,0
2025-04-22 03:57:50.633444,J11,N,0,None,2,105,0,0,0
2025-04-26 08:57:50.633444,J6,W,0,None,2,54,0,0,1
2026-02-11 17:57:50.633444,J15,W,0,None,0,43,0,0,1
2025-04-28 21:57:50.633444,J18,E,1,Minor,1,24,0,0,0
2026-02-05 07:57:50.633444,J15,E,0,None,0,83,1,0,0
2025-07-08 14:57:50.633444,J8,E,1,None,0,59,0,0,0
2025-06-27 18:57:50.633444,J3,E,0,None,1,119,0,0,0
2025-09-14 17:57:50.633444,J9,W,0,None,1,86,1,0,0
2026-03-18 00:57:50.633444,J3,W,0,None,0,78,0,0,0
2025-12-26 16:57:50.633444,J20,E,1,None,2,25,0,0,0
2025-08-11 11:57:50.633444,J11,W,0,None,0,90,0,0,0
2025-11-09 04:57:50.633444,J19,W,0,None,2,89,0,0,0
2025-08-08 12:57:50.633444,J14,W,0,None,1,68,0,1,0
2025-06-01 19:57:50.633444,J9,S,0,None,1,46,0,0,0
2025-05-01 02:57:50.633444,J10,N,1,None,2,25,0,0,1
2025-05-30 19:57:50.633444,J18,S,0,None,2,89,1,0,0
2025-10-08 07:57:50.633444,J3,S,0,None,2,98,1,0,1
2025-06-20 02:57:50.633444,J8,E,0,None,0,61,0,1,0
2026-03-29 11:57:50.633444,J17,W,0,None,0,36,0,0,0
2025-10-29 12:57:50.633444,J8,S,1,Major,2,64,1,0,0
2025-11-13 00:57:50.633444,J14,S,1,Fatal,1,44,1,0,0
2025-11-13 01:57:50.633444,J11,N,1,Minor,1,56,0,0,0
2025-09-16 06:57:50.633444,J16,N,0,None,0,17,1,0,0
2025-06-27 23:57:50.633444,J12,E,0,None,1,100,0,0,1
2025-05-16 18:57:50.633444,J14,E,0,None,2,106,0,0,0
2025-06-21 00:57:50.633444,J3,W,1,None,0,102,0,0,0
2025-07-29 16:57:50.633444,J5,N,1,None,1,78,0,0,0
2026-04-01 12:57:50.633444,J13,N,0,None,2,78,0,0,0
2025-08-08 17:57:50.633444,J9,N,0,None,2,18,0,0,0
