timestamp,junction_id,rank_in_city,neighbor_ids,neighbor_congestion_avg,incoming_flow,outgoing_flow,network_congestion_index,global_traffic_load
2025-04-03 14:57:50.633444,J13,1,J11|J20,1.8,264,266,1.6,45086
2025-04-03 16:57:50.633444,J15,5,J19|J8,1.3,159,160,1.2,38035
2025-04-03 16:57:50.633444,J16,6,J7|J9,1.3,142,143,1.2,14538
2025-04-03 16:57:50.633444,J4,7,J12|J15,1.3,141,142,1.2,21650
2025-04-03 16:57:50.633444,J5,8,J6|J1,0.4,168,169,0.7,39938
2025-04-03 16:57:50.633444,J11,9,J11|J14,1.2,150,151,1.0,29850
2025-04-03 16:57:50.633444,J12,10,J5|J5,1.0,168,169,0.9,13050
2025-04-03 16:57:50.633444,J18,11,J5|J12,0.8,157,158,0.8,36332
2025-04-03 16:57:50.633444,J19,12,J5|J2,0.6,152,153,0.7,38377
2025-04-03 16:57:50.633444,J2,13,J18|J6,0.7,147,148,0.8,41139
2025-04-03 16:57:50.633444,J6,14,J1|J7,0.7,188,189,0.8,19373
2025-04-03 16:57:50.633444,J7,15,J6|J15,0.9,119,120,0.8,15222
2025-04-03 16:57:50.633444,J8,16,J15|J20,0.9,131,132,0.8,14491
2025-04-03 16:57:50.633444,J9,17,J12|J9,0.3,129,130,0.4,10139
2025-04-03 16:57:50.633444,J10,18,J12|J15,0.2,82,82,0.2,31684
2025-04-03 16:57:50.633444,J17,19,J2|J4,0.2,81,81,0.2,29010
2025-04-03 16:57:50.633444,J20,20,J7|J6,0.2,102,102,0.2,33959
2025-04-03 17:57:50.633444,J11,1,J8|J9,2.9,314,317,2.6,21503
2025-04-03 17:57:50.633444,J12,2,J8|J19,3.0,327,330,2.6,19084
2025-04-03 17:57:50.633444,J15,3,J11|J14,1.9,325,328,2.0,42436
2025-04-03 17:57:50.633444,J2,4,J9|J17,1.6,303,305,1.9,30161
2025-04-03 17:57:50.633444,J8,5,J5|J12,1.5,327,330,1.8,27924
2025-04-03 17:57:50.633444,J14,6,J9|J13,2.1,294,296,2.0,46435
2025-04-03 17:57:50.633444,J20,7,J16|J6,2.0,318,321,2.0,15114
2025-04-03 17:57:50.633444,J19,8,J13|J8,0.7,275,277,1.2,28711
2025-04-03 17:57:50.633444,J6,9,J9|J20,1.3,233,235,1.6,23772
2025-04-03 17:57:50.633444,J9,10,J3|J15,1.8,289,291,1.8,12703
2025-04-03 17:57:50.633444,J4,11,J4|J10,1.2,251,253,1.4,38222
2025-04-03 17:57:50.633444,J7,12,J17|J16,1.3,261,263,1.4,16559
2025-04-03 17:57:50.633444,J1,13,J18|J14,1.0,225,227,1.1,25593
2025-04-03 17:57:50.633444,J10,14,J17|J2,1.6,193,194,1.4,49377
2025-04-03 17:57:50.633444,J13,15,J3|J7,1.2,219,221,1.2,45206
2025-04-03 17:57:50.633444,J3,16,J12|J7,1.8,215,217,1.5,17613
2025-04-03 17:57:50.633444,J5,17,J13|J18,0.5,223,225,0.8,39692
2025-04-03 17:57:50.633444,J16,18,J16|J5,0.6,202,203,0.8,13727
2025-04-03 17:57:50.633444,J18,19,J5|J2,0.3,156,157,0.6,42286
2025-04-03 17:57:50.633444,J17,20,J2|J4,0.7,143,144,0.8,35750
2025-04-03 18:57:50.633444,J2,1,J5|J10,3.0,369,372,2.9,13836
2025-04-03 18:57:50.633444,J20,2,J10|J17,3.3,333,336,2.9,28591
2025-04-03 18:57:50.633444,J19,3,J12|J18,3.4,301,303,2.8,22284
2025-04-03 18:57:50.633444,J5,4,J15|J20,0.8,305,307,1.5,36247
2025-04-03 18:57:50.633444,J13,5,J18|J10,2.5,301,303,2.2,25190
2025-04-03 18:57:50.633444,J15,6,J17|J17,2.3,351,354,2.2,29181
2025-04-03 18:57:50.633444,J18,7,J8|J6,2.8,277,279,2.4,28513
2025-04-03 18:57:50.633444,J3,8,J8|J11,2.2,334,337,2.1,11289
2025-04-03 18:57:50.633444,J8,9,J15|J7,1.9,314,317,2.0,22960
2025-04-03 18:57:50.633444,J11,10,J9|J1,1.8,271,273,1.8,38076
2025-04-03 18:57:50.633444,J12,11,J6|J15,1.3,272,274,1.6,18635
2025-04-03 18:57:50.633444,J14,12,J13|J1,1.0,264,266,1.4,40892
2025-04-03 18:57:50.633444,J16,13,J11|J15,0.7,244,246,1.1,30173
2025-04-03 18:57:50.633444,J9,14,J15|J15,1.5,248,250,1.5,41210
2025-04-03 18:57:50.633444,J1,15,J12|J4,1.2,237,239,1.2,29648
2025-04-03 18:57:50.633444,J17,16,J1|J12,1.4,205,206,1.3,25401
2025-04-03 18:57:50.633444,J10,17,J14|J5,0.8,167,168,0.9,13279
2025-04-03 18:57:50.633444,J7,18,J16|J19,1.3,199,200,1.2,40824
2025-04-03 18:57:50.633444,J4,19,J14|J13,0.5,180,181,0.6,10932
2025-04-03 18:57:50.633444,J6,20,J16|J8,0.7,144,145,0.6,40244
2025-04-03 19:57:50.633444,J12,1,J2|J6,3.5,389,392,3.2,25648
2025-04-03 19:57:50.633444,J3,2,J10|J19,3.2,322,325,2.8,35475
2025-04-03 19:57:50.633444,J7,3,J4|J15,1.7,375,378,2.1,21181
2025-04-03 19:57:50.633444,J14,4,J14|J9,2.3,313,316,2.2,27447
2025-04-03 19:57:50.633444,J10,5,J7|J9,2.3,284,286,2.2,43137
2025-04-03 19:57:50.633444,J11,6,J9|J14,1.4,269,271,1.7,18814
2025-04-03 19:57:50.633444,J5,7,J2|J1,1.4,315,318,1.7,30607
2025-04-03 19:57:50.633444,J13,8,J5|J8,2.3,281,283,2.0,41693
2025-04-03 19:57:50.633444,J15,9,J6|J3,1.6,258,260,1.7,33960
2025-04-03 19:57:50.633444,J16,10,J18|J14,1.8,250,252,1.8,45595
2025-04-03 19:57:50.633444,J6,11,J18|J2,1.7,311,314,1.8,29635
2025-04-03 19:57:50.633444,J19,12,J12|J7,1.1,250,252,1.3,28988
2025-04-03 19:57:50.633444,J2,13,J18|J2,1.9,238,240,1.7,49033
2025-04-03 19:57:50.633444,J1,14,J18|J20,1.4,199,200,1.3,28482
2025-04-03 19:57:50.633444,J20,15,J12|J7,1.1,198,199,1.2,26076
2025-04-03 19:57:50.633444,J4,16,J1|J7,0.8,189,190,0.9,14713
2025-04-03 19:57:50.633444,J8,17,J1|J4,1.2,194,195,1.1,48751
2025-04-03 19:57:50.633444,J17,18,J3|J13,0.9,170,171,0.8,13707
2025-04-03 19:57:50.633444,J18,19,J16|J5,0.6,155,156,0.7,24716
2025-04-03 19:57:50.633444,J9,20,J2|J20,0.6,157,158,0.7,31096
2025-04-03 20:57:50.633444,J19,1,J5|J6,2.7,367,370,2.8,32903
2025-04-03 20:57:50.633444,J1,2,J13|J5,3.4,374,377,3.0,11488
2025-04-03 20:57:50.633444,J14,3,J3|J14,1.8,316,319,2.0,48733
2025-04-03 20:57:50.633444,J6,4,J7|J14,1.6,336,339,1.9,48826
2025-04-03 20:57:50.633444,J17,5,J15|J14,2.3,281,283,2.2,35020
2025-04-03 20:57:50.633444,J5,6,J13|J7,1.8,295,297,1.9,19786
2025-04-03 20:57:50.633444,J8,7,J9|J3,1.6,306,308,1.8,13252
2025-04-03 20:57:50.633444,J2,8,J17|J1,1.2,220,222,1.5,33964
2025-04-03 20:57:50.633444,J20,9,J7|J20,2.0,234,236,1.9,27757
2025-04-03 20:57:50.633444,J4,10,J6|J6,1.1,257,259,1.5,42992
2025-04-03 20:57:50.633444,J9,11,J14|J19,1.9,261,263,1.8,21573
2025-04-03 20:57:50.633444,J3,12,J1|J9,1.3,237,239,1.4,41056
2025-04-03 20:57:50.633444,J10,13,J5|J4,1.0,224,226,1.1,41717
2025-04-03 20:57:50.633444,J11,14,J15|J13,1.4,201,202,1.3,19509
2025-04-03 20:57:50.633444,J12,15,J7|J19,0.9,236,238,1.0,38427
2025-04-03 20:57:50.633444,J16,16,J19|J15,1.9,194,195,1.5,46332
2025-04-03 20:57:50.633444,J13,17,J12|J1,1.0,196,197,1.0,36933
2025-04-03 20:57:50.633444,J15,18,J2|J4,0.5,180,181,0.8,37658
2025-04-03 20:57:50.633444,J18,19,J14|J2,1.2,179,180,1.1,36870
2025-04-03 20:57:50.633444,J7,20,J3|J3,1.1,177,178,1.0,34308
2025-04-03 21:57:50.633444,J12,1,J2|J5,1.2,192,193,1.2,36900
2025-04-03 21:57:50.633444,J15,2,J10|J12,1.0,188,189,1.1,43265
2025-04-03 21:57:50.633444,J17,3,J10|J2,1.2,191,192,1.2,28285
2025-04-03 21:57:50.633444,J20,4,J19|J12,1.4,193,194,1.3,13059
2025-04-03 21:57:50.633444,J1,5,J13|J14,0.7,192,193,0.8,17164
2025-04-03 21:57:50.633444,J16,6,J5|J12,0.8,179,180,0.9,46838
2025-04-03 21:57:50.633444,J4,7,J9|J16,1.3,185,186,1.2,20780
2025-04-03 21:57:50.633444,J5,8,J5|J4,1.1,190,191,1.0,29241
2025-04-03 21:57:50.633444,J6,9,J17|J2,0.9,182,183,1.0,21248
2025-04-03 21:57:50.633444,J9,10,J15|J8,1.0,186,187,1.0,26190
2025-04-03 21:57:50.633444,J10,11,J19|J16,0.6,144,145,0.7,31340
2025-04-03 21:57:50.633444,J14,12,J20|J15,1.1,144,145,1.0,34351
2025-04-03 21:57:50.633444,J19,13,J5|J20,0.7,167,168,0.8,25665
2025-04-03 21:57:50.633444,J2,14,J16|J11,1.2,141,142,1.0,26796
2025-04-03 21:57:50.633444,J3,15,J8|J20,0.5,115,116,0.6,11388
2025-04-03 21:57:50.633444,J7,16,J17|J12,0.6,138,139,0.7,47663
2025-04-03 21:57:50.633444,J8,17,J20|J18,1.1,119,120,1.0,45630
2025-04-03 21:57:50.633444,J13,18,J8|J3,0.6,132,133,0.6,15733
2025-04-03 21:57:50.633444,J18,19,J13|J12,0.4,130,131,0.4,32388
2025-04-03 21:57:50.633444,J11,20,J4|J19,0.0,55,55,0.0,36331
2025-04-03 22:57:50.633444,J15,1,J15|J1,0.9,199,200,1.0,24132
2025-04-03 22:57:50.633444,J2,2,J1|J10,0.7,208,210,1.0,42680
2025-04-03 22:57:50.633444,J12,3,J16|J5,0.8,198,199,0.9,23583
2025-04-03 22:57:50.633444,J6,4,J17|J2,1.0,140,141,1.0,10606
2025-04-03 22:57:50.633444,J7,5,J15|J17,0.8,167,168,0.9,31278
2025-04-03 22:57:50.633444,J10,6,J20|J15,0.8,140,141,0.8,42822
2025-04-03 22:57:50.633444,J13,7,J1|J2,0.9,148,149,0.8,36121
2025-04-03 22:57:50.633444,J17,8,J15|J15,0.6,129,130,0.7,44133
2025-04-03 22:57:50.633444,J19,9,J15|J15,1.1,142,143,1.0,13643
2025-04-03 22:57:50.633444,J20,10,J10|J15,1.2,159,160,1.0,27227
2025-04-03 22:57:50.633444,J3,11,J18|J19,0.3,167,168,0.6,37331
2025-04-03 22:57:50.633444,J4,12,J11|J5,1.2,167,168,1.0,48428
2025-04-03 22:57:50.633444,J11,13,J3|J18,0.5,126,127,0.5,33549
2025-04-03 22:57:50.633444,J14,14,J16|J10,0.5,110,111,0.5,12876
2025-04-03 22:57:50.633444,J16,15,J16|J7,0.5,113,114,0.5,33836
2025-04-03 22:57:50.633444,J18,16,J18|J17,0.4,130,131,0.4,17272
2025-04-03 22:57:50.633444,J5,17,J11|J12,0.4,107,108,0.4,46592
2025-04-03 22:57:50.633444,J8,18,J10|J9,0.6,137,138,0.6,10676
2025-04-03 22:57:50.633444,J9,19,J11|J20,0.2,116,117,0.4,24909
2025-04-03 22:57:50.633444,J1,20,J3|J6,0.1,83,83,0.2,45569
2025-04-03 23:57:50.633444,J1,1,J5|J13,1.5,221,223,1.5,47298
2025-04-03 23:57:50.633444,J11,2,J1|J7,1.3,213,215,1.4,39715
2025-04-03 23:57:50.633444,J2,3,J20|J7,1.3,210,212,1.2,26260
2025-04-03 23:57:50.633444,J20,4,J3|J5,1.7,192,193,1.4,17021
2025-04-03 23:57:50.633444,J8,5,J3|J2,1.8,192,193,1.5,49847
2025-04-03 23:57:50.633444,J13,6,J4|J6,1.0,171,172,1.0,48734
2025-04-03 23:57:50.633444,J18,7,J14|J4,1.0,170,171,1.0,48806
2025-04-03 23:57:50.633444,J9,8,J5|J2,0.2,190,191,0.6,47910
2025-04-03 23:57:50.633444,J10,9,J5|J2,1.1,168,169,1.0,29281
2025-04-03 23:57:50.633444,J16,10,J3|J11,0.8,139,140,0.8,49944
2025-04-03 23:57:50.633444,J19,11,J16|J12,0.9,131,132,0.8,38629
2025-04-03 23:57:50.633444,J3,12,J3|J15,1.0,145,146,0.9,23500
2025-04-03 23:57:50.633444,J4,13,J11|J3,0.7,151,152,0.8,12332
2025-04-03 23:57:50.633444,J6,14,J20|J9,0.8,144,145,0.8,46100
2025-04-03 23:57:50.633444,J7,15,J14|J18,0.7,144,145,0.8,36668
2025-04-03 23:57:50.633444,J14,16,J16|J20,0.5,116,117,0.5,19861
2025-04-03 23:57:50.633444,J12,17,J13|J17,0.2,119,120,0.2,32666
2025-04-03 23:57:50.633444,J15,18,J19|J12,0.2,70,70,0.2,33098
2025-04-03 23:57:50.633444,J17,19,J16|J15,0.0,94,94,0.0,13672
2025-04-03 23:57:50.633444,J5,20,J17|J1,0.0,54,54,0.0,27734
2025-04-04 00:57:50.633444,J1,1,J16|J4,0.0,25,25,0.0,46221
2025-04-04 00:57:50.633444,J10,2,J4|J15,0.0,25,25,0.0,49140
2025-04-04 00:57:50.633444,J11,3,J9|J14,0.0,21,21,0.0,44735
2025-04-04 00:57:50.633444,J12,4,J3|J1,0.0,18,18,0.0,23866
2025-04-04 00:57:50.633444,J13,5,J15|J17,0.0,17,17,0.0,48893
2025-04-04 00:57:50.633444,J14,6,J20|J10,0.0,20,20,0.0,45464
2025-04-04 00:57:50.633444,J15,7,J7|J2,0.0,27,27,0.0,30813
2025-04-04 00:57:50.633444,J16,8,J6|J7,0.0,19,19,0.0,21714
2025-04-04 00:57:50.633444,J17,9,J6|J17,0.0,23,23,0.0,30028
2025-04-04 00:57:50.633444,J18,10,J2|J10,0.0,17,17,0.0,48247
2025-04-04 00:57:50.633444,J19,11,J9|J10,0.0,21,21,0.0,20066
2025-04-04 00:57:50.633444,J2,12,J19|J2,0.0,21,21,0.0,47650
2025-04-04 00:57:50.633444,J20,13,J2|J12,0.0,15,15,0.0,17715
2025-04-04 00:57:50.633444,J3,14,J14|J10,0.0,30,30,0.0,33686
2025-04-04 00:57:50.633444,J4,15,J8|J3,0.0,18,18,0.0,33860
2025-04-04 00:57:50.633444,J5,16,J18|J5,0.0,19,19,0.0,19662
2025-04-04 00:57:50.633444,J6,17,J9|J20,0.0,32,32,0.0,40222
2025-04-04 00:57:50.633444,J7,18,J4|J12,0.0,18,18,0.0,44049
2025-04-04 00:57:50.633444,J8,19,J1|J2,0.0,13,13,0.0,49147
2025-04-04 00:57:50.633444,J9,20,J9|J18,0.0,22,22,0.0,33399
2025-04-04 01:57:50.633444,J1,1,J19|J11,0.0,18,18,0.0,33654
2025-04-04 01:57:50.633444,J10,2,J9|J9,0.0,24,24,0.0,40964
2025-04-04 01:57:50.633444,J11,3,J17|J13,0.0,19,19,0.0,13962
2025-04-04 01:57:50.633444,J12,4,J13|J4,0.0,28,28,0.0,17012
2025-04-04 01:57:50.633444,J13,5,J11|J4,0.0,16,16,0.0,43474
2025-04-04 01:57:50.633444,J14,6,J12|J2,0.0,18,18,0.0,34732
2025-04-04 01:57:50.633444,J15,7,J3|J13,0.0,33,33,0.0,40088
2025-04-04 01:57:50.633444,J16,8,J16|J19,0.0,25,25,0.0,37447
2025-04-04 01:57:50.633444,J17,9,J18|J12,0.0,12,12,0.0,44290
2025-04-04 01:57:50.633444,J18,10,J16|J2,0.0,21,21,0.0,40870
2025-04-04 01:57:50.633444,J19,11,J1|J15,0.0,15,15,0.0,30624
2025-04-04 01:57:50.633444,J2,12,J9|J16,0.0,27,27,0.0,12716
2025-04-04 01:57:50.633444,J20,13,J8|J18,0.0,18,18,0.0,22813
2025-04-04 01:57:50.633444,J3,14,J14|J7,0.0,18,18,0.0,39440
2025-04-04 01:57:50.633444,J4,15,J3|J11,0.0,19,19,0.0,19776
2025-04-04 01:57:50.633444,J5,16,J2|J3,0.0,13,13,0.0,30879
2025-04-04 01:57:50.633444,J6,17,J13|J11,0.0,19,19,0.0,15469
2025-04-04 01:57:50.633444,J7,18,J3|J9,0.0,23,23,0.0,26025
2025-04-04 01:57:50.633444,J8,19,J11|J5,0.0,19,19,0.0,25203
2025-04-04 01:57:50.633444,J9,20,J15|J17,0.0,30,30,0.0,49093
2025-04-04 02:57:50.633444,J1,1,J19|J7,0.0,18,18,0.0,24580
2025-04-04 02:57:50.633444,J10,2,J18|J14,0.0,26,26,0.0,10116
2025-04-04 02:57:50.633444,J11,3,J9|J8,0.0,13,13,0.0,26865
2025-04-04 02:57:50.633444,J12,4,J11|J7,0.0,14,14,0.0,11260
2025-04-04 02:57:50.633444,J13,5,J16|J15,0.0,21,21,0.0,22527
2025-04-04 02:57:50.633444,J14,6,J18|J16,0.0,19,19,0.0,19975
2025-04-04 02:57:50.633444,J15,7,J10|J2,0.0,20,20,0.0,44612
2025-04-04 02:57:50.633444,J16,8,J13|J19,0.0,21,21,0.0,23220
2025-04-04 02:57:50.633444,J17,9,J14|J14,0.0,18,18,0.0,10873
2025-04-04 02:57:50.633444,J18,10,J8|J10,0.0,23,23,0.0,20451
2025-04-04 02:57:50.633444,J19,11,J4|J2,0.0,13,13,0.0,11708
2025-04-04 02:57:50.633444,J2,12,J8|J1,0.0,23,23,0.0,16915
2025-04-04 02:57:50.633444,J20,13,J8|J14,0.0,21,21,0.0,21704
2025-04-04 02:57:50.633444,J3,14,J11|J10,0.0,18,18,0.0,24523
2025-04-04 02:57:50.633444,J4,15,J17|J5,0.0,17,17,0.0,35319
2025-04-04 02:57:50.633444,J5,16,J15|J1,0.0,9,9,0.0,36487
2025-04-04 02:57:50.633444,J6,17,J1|J1,0.0,20,20,0.0,40755
2025-04-04 02:57:50.633444,J7,18,J6|J19,0.0,19,19,0.0,41573
2025-04-04 02:57:50.633444,J8,19,J9|J5,0.0,20,20,0.0,41393
2025-04-04 02:57:50.633444,J9,20,J14|J10,0.0,26,26,0.0,38394
2025-04-04 03:57:50.633444,J1,1,J12|J20,0.0,17,17,0.0,29776
2025-04-04 03:57:50.633444,J10,2,J7|J15,0.0,27,27,0.0,32150
2025-04-04 03:57:50.633444,J11,3,J10|J4,0.0,21,21,0.0,11731
2025-04-04 03:57:50.633444,J12,4,J1|J4,0.0,24,24,0.0,13822
2025-04-04 03:57:50.633444,J13,5,J8|J7,0.0,19,19,0.0,47336
2025-04-04 03:57:50.633444,J14,6,J16|J9,0.0,25,25,0.0,28001
2025-04-04 03:57:50.633444,J15,7,J6|J6,0.0,18,18,0.0,27794
2025-04-04 03:57:50.633444,J16,8,J18|J15,0.0,17,17,0.0,13189
2025-04-04 03:57:50.633444,J17,9,J1|J7,0.0,29,29,0.0,37288
2025-04-04 03:57:50.633444,J18,10,J10|J16,0.0,15,15,0.0,43495
2025-04-04 03:57:50.633444,J19,11,J10|J11,0.0,24,24,0.0,48258
2025-04-04 03:57:50.633444,J2,12,J7|J6,0.0,28,28,0.0,44466
2025-04-04 03:57:50.633444,J20,13,J16|J15,0.0,14,14,0.0,45710
2025-04-04 03:57:50.633444,J3,14,J2|J14,0.0,23,23,0.0,48290
2025-04-04 03:57:50.633444,J4,15,J5|J13,0.0,29,29,0.0,30787
2025-04-04 03:57:50.633444,J5,16,J10|J17,0.0,15,15,0.0,25651
2025-04-04 03:57:50.633444,J6,17,J14|J16,0.0,25,25,0.0,28155
2025-04-04 03:57:50.633444,J7,18,J13|J19,0.0,17,17,0.0,33780
2025-04-04 03:57:50.633444,J8,19,J4|J5,0.0,21,21,0.0,27327
2025-04-04 03:57:50.633444,J9,20,J13|J19,0.0,15,15,0.0,19068
2025-04-04 04:57:50.633444,J1,1,J6|J2,0.0,25,25,0.0,29570
2025-04-04 04:57:50.633444,J10,2,J6|J4,0.0,27,27,0.0,45010
2025-04-04 04:57:50.633444,J11,3,J16|J16,0.0,14,14,0.0,33728
2025-04-04 04:57:50.633444,J12,4,J11|J16,0.0,29,29,0.0,48075
2025-04-04 04:57:50.633444,J13,5,J19|J3,0.0,29,29,0.0,13936
2025-04-04 04:57:50.633444,J14,6,J18|J16,0.0,15,15,0.0,22549
2025-04-04 04:57:50.633444,J15,7,J7|J15,0.0,30,30,0.0,38391
2025-04-04 04:57:50.633444,J16,8,J9|J9,0.0,20,20,0.0,49480
2025-04-04 04:57:50.633444,J17,9,J10|J17,0.0,24,24,0.0,14479
2025-04-04 04:57:50.633444,J18,10,J17|J2,0.0,18,18,0.0,43288
2025-04-04 04:57:50.633444,J19,11,J4|J19,0.0,31,31,0.0,18619
2025-04-04 04:57:50.633444,J2,12,J12|J4,0.0,11,11,0.0,11119
2025-04-04 04:57:50.633444,J20,13,J8|J4,0.0,16,16,0.0,38950
2025-04-04 04:57:50.633444,J3,14,J5|J7,0.0,21,21,0.0,27287
2025-04-04 04:57:50.633444,J4,15,J20|J6,0.0,22,22,0.0,11549
2025-04-04 04:57:50.633444,J5,16,J17|J20,0.0,18,18,0.0,21363
2025-04-04 04:57:50.633444,J6,17,J8|J8,0.0,11,11,0.0,28568
2025-04-04 04:57:50.633444,J7,18,J18|J20,0.0,21,21,0.0,26398
2025-04-04 04:57:50.633444,J8,19,J17|J2,0.0,34,34,0.0,22491
2025-04-04 04:57:50.633444,J9,20,J7|J8,0.0,20,20,0.0,35734
2025-04-04 05:57:50.633444,J1,1,J15|J6,0.0,18,18,0.0,44480
2025-04-04 05:57:50.633444,J10,2,J14|J13,0.0,20,20,0.0,20917
2025-04-04 05:57:50.633444,J11,3,J5|J11,0.0,16,16,0.0,28660
2025-04-04 05:57:50.633444,J12,4,J16|J4,0.0,29,29,0.0,30503
2025-04-04 05:57:50.633444,J13,5,J13|J6,0.0,26,26,0.0,33814
2025-04-04 05:57:50.633444,J14,6,J13|J9,0.0,26,26,0.0,11087
2025-04-04 05:57:50.633444,J15,7,J1|J12,0.0,11,11,0.0,34625
2025-04-04 05:57:50.633444,J16,8,J4|J4,0.0,18,18,0.0,36535
2025-04-04 05:57:50.633444,J17,9,J6|J15,0.0,25,25,0.0,21644
2025-04-04 05:57:50.633444,J18,10,J12|J9,0.0,25,25,0.0,24582
2025-04-04 05:57:50.633444,J19,11,J19|J12,0.0,26,26,0.0,47946
2025-04-04 05:57:50.633444,J2,12,J4|J11,0.0,21,21,0.0,19597
2025-04-04 05:57:50.633444,J20,13,J3|J8,0.0,16,16,0.0,20553
2025-04-04 05:57:50.633444,J3,14,J8|J12,0.0,14,14,0.0,26827
2025-04-04 05:57:50.633444,J4,15,J13|J19,0.0,13,13,0.0,24981
2025-04-04 05:57:50.633444,J5,16,J7|J13,0.0,24,24,0.0,49972
2025-04-04 05:57:50.633444,J6,17,J17|J8,0.0,17,17,0.0,32303
2025-04-04 05:57:50.633444,J7,18,J8|J9,0.0,22,22,0.0,10102
2025-04-04 05:57:50.633444,J8,19,J9|J10,0.0,21,21,0.0,42752
2025-04-04 05:57:50.633444,J9,20,J7|J4,0.0,16,16,0.0,49843
2025-04-04 06:57:50.633444,J13,1,J4|J20,1.0,209,211,1.1,10292
2025-04-04 06:57:50.633444,J11,2,J13|J12,0.6,151,152,0.8,34176
2025-04-04 06:57:50.633444,J19,3,J12|J11,0.6,173,174,0.8,13430
2025-04-04 06:57:50.633444,J5,4,J3|J17,1.0,161,162,1.0,41329
2025-04-04 06:57:50.633444,J1,5,J3|J20,1.1,142,143,1.0,19614
2025-04-04 06:57:50.633444,J16,6,J17|J16,0.6,134,135,0.7,21626
2025-04-04 06:57:50.633444,J18,7,J8|J9,0.7,159,160,0.8,47923
2025-04-04 06:57:50.633444,J4,8,J19|J7,1.0,154,155,0.9,32818
2025-04-04 06:57:50.633444,J8,9,J9|J12,0.6,151,152,0.7,39196
