timestamp,weather,rain_intensity,visibility_level,fog_flag,festival_flag,school_peak_flag,event_flag,temperature
2025-04-05 23:57:50.633444,Cloudy,0.0,57,0,0,0,0,29
2025-04-06 00:57:50.633444,Clear,0.0,74,0,0,0,0,30
2025-04-06 01:57:50.633444,Rain,5.444145073151393,64,0,0,0,0,28
2025-04-06 02:57:50.633444,Clear,0.0,52,0,0,0,0,29
2025-04-06 03:57:50.633444,Clear,0.0,92,0,0,0,0,33
2025-04-06 04:57:50.633444,Cloudy,0.0,41,0,0,0,0,25
2025-04-06 05:57:50.633444,Cloudy,0.0,84,0,0,0,0,23
2025-04-06 06:57:50.633444,Cloudy,0.0,49,0,0,0,0,30
2025-04-06 07:57:50.633444,Clear,0.0,91,0,0,0,0,26
2025-04-06 08:57:50.633444,Cloudy,0.0,51,0,0,0,0,15
2025-04-06 09:57:50.633444,Cloudy,0.0,70,0,0,0,0,20
2025-04-06 10:57:50.633444,Clear,0.0,91,0,0,0,0,19
2025-04-06 11:57:50.633444,Clear,0.0,88,0,0,0,0,23
2025-04-06 12:57:50.633444,Clear,0.0,84,0,0,0,0,30
2025-04-06 13:57:50.633444,Rain,7.5978962871067,51,0,0,0,0,31
2025-04-06 14:57:50.633444,Rain,5.130011078309383,79,0,0,0,0,16
2025-04-06 15:57:50.633444,Clear,0.0,90,0,0,0,0,28
2025-04-06 16:57:50.633444,Clear,0.0,69,0,0,0,0,21
2025-04-06 17:57:50.633444,Clear,0.0,42,0,0,0,0,25
2025-04-06 18:57:50.633444,Clear,0.0,86,0,0,0,0,31
2025-04-06 19:57:50.633444,Rain,5.99268681920314,63,0,0,0,0,27
2025-04-06 20:57:50.633444,Clear,0.0,66,0,0,0,0,27
2025-04-06 21:57:50.633444,Clear,0.0,57,0,0,0,0,29
2025-04-06 22:57:50.633444,Clear,0.0,71,0,0,0,0,27
2025-04-06 23:57:50.633444,Clear,0.0,96,0,0,0,0,26
2025-04-07 00:57:50.633444,Clear,0.0,95,0,0,0,0,18
2025-04-07 01:57:50.633444,Clear,0.0,59,0,0,0,0,20
2025-04-07 02:57:50.633444,Cloudy,0.0,48,0,0,0,0,28
2025-04-07 03:57:50.633444,Clear,0.0,65,0,0,0,0,25
2025-04-07 04:57:50.633444,Clear,0.0,46,0,0,0,0,33
2025-04-07 05:57:50.633444,Clear,0.0,74,0,0,0,0,26
2025-04-07 06:57:50.633444,Rain,4.372009739607047,54,0,0,0,0,22
2025-04-07 07:57:50.633444,Clear,0.0,45,0,0,1,0,30
2025-04-07 08:57:50.633444,Clear,0.0,75,0,0,0,0,27
2025-04-07 09:57:50.633444,Clear,0.0,67,0,0,0,0,33
2025-04-07 10:57:50.633444,Cloudy,0.0,72,0,0,0,0,8
2025-04-07 11:57:50.633444,Clear,0.0,43,0,0,0,0,32
2025-04-07 12:57:50.633444,Rain,9.818771777440528,58,0,0,0,0,21
2025-04-07 13:57:50.633444,Clear,0.0,56,0,0,0,1,33
2025-04-07 14:57:50.633444,Clear,0.0,85,0,0,1,0,26
2025-04-07 15:57:50.633444,Clear,0.0,47,0,0,0,0,29
2025-04-07 16:57:50.633444,Clear,0.0,45,0,0,0,0,24
2025-04-07 17:57:50.633444,Cloudy,0.0,83,0,0,0,0,34
2025-04-07 18:57:50.633444,Rain,5.967032853801583,83,0,0,0,0,28
2025-04-07 19:57:50.633444,Clear,0.0,87,0,0,0,0,31
2025-04-07 20:57:50.633444,Clear,0.0,92,0,0,0,0,30
2025-04-07 21:57:50.633444,Clear,0.0,40,0,0,0,0,29
2025-04-07 22:57:50.633444,Heavy Rain,28.16277031615045,58,0,0,0,0,32
2025-04-07 23:57:50.633444,Clear,0.0,75,0,0,0,0,27
2025-04-08 00:57:50.633444,Cloudy,0.0,80,0,0,0,0,22
2025-04-08 01:57:50.633444,Clear,0.0,95,0,0,0,0,33
2025-04-08 02:57:50.633444,Clear,0.0,56,0,0,0,0,21
2025-04-08 03:57:50.633444,Clear,0.0,50,0,0,0,0,34
2025-04-08 04:57:50.633444,Cloudy,0.0,77,0,0,0,0,23
2025-04-08 05:57:50.633444,Clear,0.0,57,0,0,0,0,30
2025-04-08 06:57:50.633444,Clear,0.0,68,0,0,0,0,36
2025-04-08 07:57:50.633444,Clear,0.0,87,0,0,1,0,35
2025-04-08 08:57:50.633444,Clear,0.0,57,0,0,0,0,32
2025-04-08 09:57:50.633444,Clear,0.0,70,0,0,0,0,40
2025-04-08 10:57:50.633444,Clear,0.0,92,0,0,0,0,31
2025-04-08 11:57:50.633444,Clear,0.0,77,0,0,0,0,29
2025-04-08 12:57:50.633444,Clear,0.0,92,0,0,0,0,21
2025-04-08 13:57:50.633444,Clear,0.0,59,0,0,0,0,24
2025-04-08 14:57:50.633444,Clear,0.0,98,0,0,1,0,39
2025-04-08 15:57:50.633444,Cloudy,0.0,80,0,0,0,0,31
2025-04-08 16:57:50.633444,Heavy Rain,45.511587074016504,61,0,0,0,0,22
2025-04-08 17:57:50.633444,Clear,0.0,57,0,0,0,0,19
2025-04-08 18:57:50.633444,Rain,7.59778810512868,42,0,0,0,0,21
2025-04-08 19:57:50.633444,Clear,0.0,60,0,0,0,0,24
2025-04-08 20:57:50.633444,Cloudy,0.0,74,0,0,0,0,32
2025-04-08 21:57:50.633444,Clear,0.0,98,0,0,0,0,34
2025-04-08 22:57:50.633444,Clear,0.0,69,0,0,0,0,31
2025-04-08 23:57:50.633444,Clear,0.0,84,0,0,0,0,23
2025-04-09 00:57:50.633444,Clear,0.0,86,0,0,0,0,27
2025-04-09 01:57:50.633444,Clear,0.0,54,0,0,0,0,19
2025-04-09 02:57:50.633444,Cloudy,0.0,76,0,0,0,0,31
2025-04-09 03:57:50.633444,Cloudy,0.0,59,0,0,0,0,24
2025-04-09 04:57:50.633444,Clear,0.0,44,0,0,0,0,29
2025-04-09 05:57:50.633444,Clear,0.0,63,0,0,0,0,22
2025-04-09 06:57:50.633444,Clear,0.0,43,0,0,0,0,35
2025-04-09 07:57:50.633444,Cloudy,0.0,54,0,0,1,0,26
2025-04-09 08:57:50.633444,Clear,0.0,89,0,0,0,0,9
2025-04-09 09:57:50.633444,Cloudy,0.0,94,0,0,0,0,27
2025-04-09 10:57:50.633444,Clear,0.0,49,0,0,0,0,31
2025-04-09 11:57:50.633444,Clear,0.0,82,0,0,0,0,31
2025-04-09 12:57:50.633444,Cloudy,0.0,44,0,0,0,0,35
2025-04-09 13:57:50.633444,Cloudy,0.0,94,0,0,0,0,27
2025-04-09 14:57:50.633444,Clear,0.0,65,0,0,1,0,28
2025-04-09 15:57:50.633444,Cloudy,0.0,64,0,0,0,0,18
2025-04-09 16:57:50.633444,Clear,0.0,77,0,0,0,0,29
2025-04-09 17:57:50.633444,Clear,0.0,64,0,0,0,0,23
2025-04-09 18:57:50.633444,Clear,0.0,55,0,0,0,1,18
2025-04-09 19:57:50.633444,Clear,0.0,44,0,0,0,0,35
2025-04-09 20:57:50.633444,Clear,0.0,71,0,0,0,0,29
2025-04-09 21:57:50.633444,Cloudy,0.0,80,0,0,0,0,28
2025-04-09 22:57:50.633444,Clear,0.0,47,0,0,0,0,21
2025-04-09 23:57:50.633444,Clear,0.0,78,0,0,0,0,19
2025-04-10 00:57:50.633444,Rain,8.746992984626585,77,0,0,0,0,17
2025-04-10 01:57:50.633444,Clear,0.0,88,0,0,0,0,34
2025-04-10 02:57:50.633444,Clear,0.0,52,0,0,0,0,35
2025-04-10 03:57:50.633444,Clear,0.0,93,0,0,0,0,32
2025-04-10 04:57:50.633444,Clear,0.0,62,0,0,0,0,24
2025-04-10 05:57:50.633444,Clear,0.0,45,0,0,0,0,25
2025-04-10 06:57:50.633444,Clear,0.0,80,0,0,0,0,26
2025-04-10 07:57:50.633444,Clear,0.0,61,0,0,1,0,28
2025-04-10 08:57:50.633444,Clear,0.0,44,0,0,0,0,28
2025-04-10 09:57:50.633444,Clear,0.0,87,0,0,0,0,25
2025-04-10 10:57:50.633444,Clear,0.0,70,0,0,0,0,25
2025-04-10 11:57:50.633444,Cloudy,0.0,99,0,0,0,0,33
2025-04-10 12:57:50.633444,Clear,0.0,83,0,0,0,0,27
2025-04-10 13:57:50.633444,Clear,0.0,73,0,0,0,0,22
2025-04-10 14:57:50.633444,Cloudy,0.0,97,0,0,1,1,18
2025-04-10 15:57:50.633444,Clear,0.0,60,0,0,0,0,23
2025-04-10 16:57:50.633444,Clear,0.0,70,0,0,0,0,19
2025-04-10 17:57:50.633444,Clear,0.0,65,0,0,0,0,26
2025-04-10 18:57:50.633444,Cloudy,0.0,98,0,0,0,0,20
2025-04-10 19:57:50.633444,Clear,0.0,90,0,0,0,0,37
2025-04-10 20:57:50.633444,Cloudy,0.0,40,0,0,0,0,29
2025-04-10 21:57:50.633444,Clear,0.0,79,0,0,0,0,29
2025-04-10 22:57:50.633444,Clear,0.0,91,0,0,0,0,27
2025-04-10 23:57:50.633444,Clear,0.0,86,0,0,0,0,25
2025-04-11 00:57:50.633444,Clear,0.0,46,0,0,0,0,29
2025-04-11 01:57:50.633444,Clear,0.0,81,0,0,0,0,24
2025-04-11 02:57:50.633444,Clear,0.0,95,0,0,0,0,25
2025-04-11 03:57:50.633444,Clear,0.0,81,0,0,0,0,21
2025-04-11 04:57:50.633444,Clear,0.0,64,0,0,0,0,35
2025-04-11 05:57:50.633444,Cloudy,0.0,68,0,0,0,0,27
2025-04-11 06:57:50.633444,Clear,0.0,45,0,0,0,0,35
2025-04-11 07:57:50.633444,Cloudy,0.0,72,0,0,1,0,28
2025-04-11 08:57:50.633444,Clear,0.0,64,0,0,0,0,28
2025-04-11 09:57:50.633444,Clear,0.0,93,0,0,0,0,27
2025-04-11 10:57:50.633444,Clear,0.0,40,0,0,0,0,26
2025-04-11 11:57:50.633444,Clear,0.0,68,0,0,0,0,29
2025-04-11 12:57:50.633444,Rain,6.821519907089618,40,0,0,0,0,30
2025-04-11 13:57:50.633444,Clear,0.0,71,0,0,0,0,28
2025-04-11 14:57:50.633444,Cloudy,0.0,95,0,0,1,0,26
2025-04-11 15:57:50.633444,Clear,0.0,60,0,0,0,0,27
2025-04-11 16:57:50.633444,Clear,0.0,69,0,0,0,0,28
2025-04-11 17:57:50.633444,Cloudy,0.0,88,0,0,0,0,39
2025-04-11 18:57:50.633444,Clear,0.0,95,0,0,0,0,28
2025-04-11 19:57:50.633444,Clear,0.0,84,0,0,0,0,16
2025-04-11 20:57:50.633444,Clear,0.0,70,0,0,0,0,25
2025-04-11 21:57:50.633444,Heavy Rain,37.19654522491935,54,0,0,0,0,24
2025-04-11 22:57:50.633444,Cloudy,0.0,61,0,0,0,0,24
2025-04-11 23:57:50.633444,Cloudy,0.0,71,0,0,0,0,28
2025-04-12 00:57:50.633444,Clear,0.0,42,0,0,0,0,24
2025-04-12 01:57:50.633444,Cloudy,0.0,72,0,0,0,0,23
2025-04-12 02:57:50.633444,Clear,0.0,78,0,0,0,0,19
2025-04-12 03:57:50.633444,Clear,0.0,87,0,0,0,0,18
2025-04-12 04:57:50.633444,Clear,0.0,60,0,0,0,0,24
2025-04-12 05:57:50.633444,Clear,0.0,68,0,0,0,0,34
2025-04-12 06:57:50.633444,Cloudy,0.0,69,0,0,0,1,33
2025-04-12 07:57:50.633444,Clear,0.0,40,0,0,0,0,30
2025-04-12 08:57:50.633444,Clear,0.0,51,0,0,0,0,27
2025-04-12 09:57:50.633444,Heavy Rain,13.84128754578919,52,0,0,0,0,31
2025-04-12 10:57:50.633444,Rain,2.7861933828775705,95,0,0,0,0,21
2025-04-12 11:57:50.633444,Clear,0.0,47,0,0,0,0,29
2025-04-12 12:57:50.633444,Clear,0.0,57,0,0,0,0,27
2025-04-12 13:57:50.633444,Clear,0.0,87,0,0,0,0,31
2025-04-12 14:57:50.633444,Cloudy,0.0,63,0,0,0,0,26
2025-04-12 15:57:50.633444,Clear,0.0,93,0,0,0,0,30
2025-04-12 16:57:50.633444,Cloudy,0.0,51,0,0,0,0,29
2025-04-12 17:57:50.633444,Clear,0.0,64,0,0,0,0,22
2025-04-12 18:57:50.633444,Clear,0.0,52,0,0,0,0,26
2025-04-12 19:57:50.633444,Cloudy,0.0,63,0,0,0,0,25
2025-04-12 20:57:50.633444,Clear,0.0,56,0,0,0,0,32
2025-04-12 21:57:50.633444,Clear,0.0,40,0,0,0,0,30
2025-04-12 22:57:50.633444,Clear,0.0,98,0,0,0,0,27
2025-04-12 23:57:50.633444,Clear,0.0,57,0,0,0,0,28
2025-04-13 00:57:50.633444,Clear,0.0,84,0,0,0,0,23
2025-04-13 01:57:50.633444,Rain,7.229374436191403,46,0,0,0,0,38
2025-04-13 02:57:50.633444,Rain,4.442594599974847,85,0,0,0,0,33
2025-04-13 03:57:50.633444,Clear,0.0,76,0,0,0,0,36
2025-04-13 04:57:50.633444,Clear,0.0,91,0,0,0,0,30
2025-04-13 05:57:50.633444,Cloudy,0.0,65,0,0,0,0,36
2025-04-13 06:57:50.633444,Cloudy,0.0,81,0,0,0,0,26
2025-04-13 07:57:50.633444,Cloudy,0.0,46,0,0,0,0,34
2025-04-13 08:57:50.633444,Rain,6.234287737132708,91,0,0,0,0,36
2025-04-13 09:57:50.633444,Clear,0.0,83,0,0,0,1,27
2025-04-13 10:57:50.633444,Cloudy,0.0,88,0,0,0,0,29
2025-04-13 11:57:50.633444,Clear,0.0,52,0,0,0,0,29
2025-04-13 12:57:50.633444,Heavy Rain,33.84230685387982,23,0,0,0,0,33
2025-04-13 13:57:50.633444,Cloudy,0.0,99,0,0,0,0,39
2025-04-13 14:57:50.633444,Clear,0.0,63,0,0,0,0,37
2025-04-13 15:57:50.633444,Clear,0.0,59,0,0,0,0,23
2025-04-13 16:57:50.633444,Cloudy,0.0,44,0,0,0,1,22
2025-04-13 17:57:50.633444,Clear,0.0,84,0,0,0,0,36
2025-04-13 18:57:50.633444,Heavy Rain,13.615700234321837,61,0,0,0,0,26
2025-04-13 19:57:50.633444,Cloudy,0.0,89,0,0,0,0,30
2025-04-13 20:57:50.633444,Cloudy,0.0,72,0,0,0,0,19
2025-04-13 21:57:50.633444,Cloudy,0.0,70,0,0,0,0,24
2025-04-13 22:57:50.633444,Cloudy,0.0,76,0,0,0,0,25
2025-04-13 23:57:50.633444,Clear,0.0,68,0,0,0,0,29
2025-04-14 00:57:50.633444,Cloudy,0.0,43,0,0,0,0,27
2025-04-14 01:57:50.633444,Clear,0.0,51,0,0,0,0,25
2025-04-14 02:57:50.633444,Clear,0.0,88,0,0,0,0,25
2025-04-14 03:57:50.633444,Clear,0.0,97,0,0,0,1,29
2025-04-14 04:57:50.633444,Cloudy,0.0,57,0,0,0,0,25
2025-04-14 05:57:50.633444,Clear,0.0,42,0,0,0,0,35
2025-04-14 06:57:50.633444,Clear,0.0,79,0,0,0,0,20
2025-04-14 07:57:50.633444,Cloudy,0.0,48,0,0,1,0,33
2025-04-14 08:57:50.633444,Clear,0.0,61,0,0,0,0,31
2025-04-14 09:57:50.633444,Cloudy,0.0,82,0,0,0,0,24
2025-04-14 10:57:50.633444,Cloudy,0.0,86,0,0,0,0,24
2025-04-14 11:57:50.633444,Cloudy,0.0,50,0,0,0,0,30
2025-04-14 12:57:50.633444,Cloudy,0.0,69,0,0,0,0,30
2025-04-14 13:57:50.633444,Clear,0.0,96,0,0,0,0,29
2025-04-14 14:57:50.633444,Clear,0.0,88,0,0,1,0,29
2025-04-14 15:57:50.633444,Clear,0.0,47,0,0,0,0,20
2025-04-14 16:57:50.633444,Clear,0.0,44,0,0,0,0,23
2025-04-14 17:57:50.633444,Clear,0.0,78,0,0,0,0,21
2025-04-14 18:57:50.633444,Clear,0.0,43,0,0,0,0,27
2025-04-14 19:57:50.633444,Cloudy,0.0,86,0,0,0,0,29
2025-04-14 20:57:50.633444,Clear,0.0,69,0,0,0,0,22
2025-04-14 21:57:50.633444,Clear,0.0,48,0,0,0,0,23
2025-04-14 22:57:50.633444,Rain,9.590511920407883,62,0,0,0,0,33
2025-04-14 23:57:50.633444,Cloudy,0.0,94,0,0,0,0,33
2025-04-15 00:57:50.633444,Clear,0.0,75,0,0,0,0,31
2025-04-15 01:57:50.633444,Cloudy,0.0,95,0,0,0,0,36
2025-04-15 02:57:50.633444,Heavy Rain,21.4356666419954,63,0,0,0,0,37
2025-04-15 03:57:50.633444,Clear,0.0,73,0,0,0,0,40
2025-04-15 04:57:50.633444,Clear,0.0,83,0,0,0,0,34
2025-04-15 05:57:50.633444,Cloudy,0.0,57,0,0,0,0,21
2025-04-15 06:57:50.633444,Cloudy,0.0,99,0,0,0,0,23
2025-04-15 07:57:50.633444,Clear,0.0,46,0,0,1,0,23
2025-04-15 08:57:50.633444,Clear,0.0,78,0,0,0,0,34
2025-04-15 09:57:50.633444,Clear,0.0,99,0,0,0,0,26
2025-04-15 10:57:50.633444,Rain,5.257820896387077,89,0,0,0,0,24
2025-04-15 11:57:50.633444,Clear,0.0,49,0,0,0,0,25
2025-04-15 12:57:50.633444,Clear,0.0,43,0,0,0,0,31
2025-04-15 13:57:50.633444,Cloudy,0.0,52,0,0,0,0,29
2025-04-15 14:57:50.633444,Clear,0.0,66,0,0,1,0,29
2025-04-15 15:57:50.633444,Cloudy,0.0,47,0,0,0,0,30
2025-04-15 16:57:50.633444,Clear,0.0,93,0,0,0,0,31
2025-04-15 17:57:50.633444,Clear,0.0,97,0,0,0,1,28
2025-04-15 18:57:50.633444,Clear,0.0,52,0,0,0,0,37
2025-04-15 19:57:50.633444,Clear,0.0,76,0,0,0,0,32
2025-04-15 20:57:50.633444,Clear,0.0,93,0,0,0,0,18
2025-04-15 21:57:50.633444,Rain,3.7302589071284054,84,0,0,0,0,30
2025-04-15 22:57:50.633444,Clear,0.0,78,0,0,0,0,21
2025-04-15 23:57:50.633444,Rain,9.35464939614091,86,0,0,0,0,28
2025-04-16 00:57:50.633444,Clear,0.0,79,0,0,0,0,33
2025-04-16 01:57:50.633444,Clear,0.0,97,0,0,0,0,28
2025-04-16 02:57:50.633444,Rain,8.175760651147797,57,0,0,0,0,28
2025-04-16 03:57:50.633444,Cloudy,0.0,55,0,0,0,0,26
2025-04-16 04:57:50.633444,Clear,0.0,73,0,0,0,0,27
2025-04-16 05:57:50.633444,Clear,0.0,76,0,0,0,0,28
2025-04-16 06:57:50.633444,Rain,2.329619132282052,54,0,0,0,0,30
2025-04-16 07:57:50.633444,Cloudy,0.0,42,0,0,1,0,31
2025-04-16 08:57:50.633444,Clear,0.0,55,0,0,0,0,20
2025-04-16 09:57:50.633444,Clear,0.0,96,0,0,0,0,24
2025-04-16 10:57:50.633444,Clear,0.0,96,0,0,0,0,31
2025-04-16 11:57:50.633444,Rain,2.2511807466132367,59,0,0,0,0,28
2025-04-16 12:57:50.633444,Clear,0.0,89,0,0,0,0,26
2025-04-16 13:57:50.633444,Rain,2.561822386959581,43,0,0,0,0,29
2025-04-16 14:57:50.633444,Clear,0.0,54,0,0,1,0,28
2025-04-16 15:57:50.633444,Cloudy,0.0,87,0,0,0,0,20
2025-04-16 16:57:50.633444,Clear,0.0,42,0,0,0,0,27
2025-04-16 17:57:50.633444,Clear,0.0,55,0,0,0,0,31
2025-04-16 18:57:50.633444,Clear,0.0,80,0,0,0,0,32
2025-04-16 19:57:50.633444,Clear,0.0,79,0,0,0,0,24
2025-04-16 20:57:50.633444,Clear,0.0,44,0,0,0,0,26
2025-04-16 21:57:50.633444,Cloudy,0.0,51,0,0,0,0,22
2025-04-16 22:57:50.633444,Clear,0.0,61,0,0,0,0,26
2025-04-16 23:57:50.633444,Rain,2.5746541353354067,60,0,0,0,0,29
2025-04-17 00:57:50.633444,Clear,0.0,61,0,0,0,0,29
2025-04-17 01:57:50.633444,Rain,7.246616889941802,77,0,0,0,0,32
2025-04-17 02:57:50.633444,Clear,0.0,52,0,0,0,0,33
2025-04-17 03:57:50.633444,Clear,0.0,51,0,0,0,0,30
2025-04-17 04:57:50.633444,Clear,0.0,93,0,0,0,0,30
2025-04-17 05:57:50.633444,Clear,0.0,79,0,0,0,0,26
2025-04-17 06:57:50.633444,Clear,0.0,93,0,0,0,0,22
2025-04-17 07:57:50.633444,Clear,0.0,55,0,0,1,0,30
2025-04-17 08:57:50.633444,Rain,7.3417500508957305,77,0,0,0,0,31
2025-04-17 09:57:50.633444,Clear,0.0,71,0,0,0,0,30
2025-04-17 10:57:50.633444,Rain,5.920001588879019,79,0,0,0,0,36
2025-04-17 11:57:50.633444,Clear,0.0,79,0,0,0,0,22
2025-04-17 12:57:50.633444,Clear,0.0,78,0,0,0,0,23
2025-04-17 13:57:50.633444,Rain,5.6114847211025545,84,0,0,0,0,29
2025-04-17 14:57:50.633444,Cloudy,0.0,57,0,0,1,0,30
2025-04-17 15:57:50.633444,Clear,0.0,70,0,0,0,0,20
2025-04-17 16:57:50.633444,Cloudy,0.0,67,0,0,0,0,17
2025-04-17 17:57:50.633444,Clear,0.0,50,0,0,0,0,25
2025-04-17 18:57:50.633444,Clear,0.0,72,0,0,0,0,36
2025-04-17 19:57:50.633444,Cloudy,0.0,77,0,0,0,0,28
2025-04-17 20:57:50.633444,Cloudy,0.0,44,0,0,0,0,22
2025-04-17 21:57:50.633444,Rain,7.8886740715727095,83,0,0,0,0,33
2025-04-17 22:57:50.633444,Cloudy,0.0,88,0,0,0,0,22
2025-04-17 23:57:50.633444,Heavy Rain,32.486533690452504,68,0,0,0,0,32
2025-04-18 00:57:50.633444,Rain,6.068540492583546,77,0,0,0,0,16
2025-04-18 01:57:50.633444,Cloudy,0.0,95,0,0,0,0,28
2025-04-18 02:57:50.633444,Cloudy,0.0,45,0,0,0,0,25
2025-04-18 03:57:50.633444,Rain,4.419789646732998,90,0,0,0,0,25
2025-04-18 04:57:50.633444,Clear,0.0,80,0,0,0,0,28
2025-04-18 05:57:50.633444,Clear,0.0,87,0,0,0,0,31
2025-04-18 06:57:50.633444,Cloudy,0.0,77,0,0,0,0,29
2025-04-18 07:57:50.633444,Clear,0.0,51,0,0,1,0,23
2025-04-18 08:57:50.633444,Cloudy,0.0,58,0,0,0,0,23
2025-04-18 09:57:50.633444,Cloudy,0.0,88,0,0,0,0,27
2025-04-18 10:57:50.633444,Clear,0.0,76,0,0,0,0,38
2025-04-18 11:57:50.633444,Cloudy,0.0,48,0,0,0,0,31
2025-04-18 12:57:50.633444,Clear,0.0,96,0,0,0,0,24
2025-04-18 13:57:50.633444,Clear,0.0,74,0,0,0,0,30
2025-04-18 14:57:50.633444,Clear,0.0,72,0,0,1,0,32
2025-04-18 15:57:50.633444,Clear,0.0,89,0,0,0,0,33
2025-04-18 16:57:50.633444,Clear,0.0,84,0,0,0,0,26
2025-04-18 17:57:50.633444,Clear,0.0,84,0,0,0,0,24
2025-04-18 18:57:50.633444,Clear,0.0,47,0,0,0,0,40
2025-04-18 19:57:50.633444,Clear,0.0,52,0,0,0,0,24
2025-04-18 20:57:50.633444,Clear,0.0,67,0,0,0,0,33
2025-04-18 21:57:50.633444,Clear,0.0,80,0,0,0,0,32
2025-04-18 22:57:50.633444,Cloudy,0.0,83,0,0,0,0,21
2025-04-18 23:57:50.633444,Rain,4.549138136943566,91,0,0,0,0,26
2025-04-19 00:57:50.633444,Clear,0.0,88,0,0,0,0,24
2025-04-19 01:57:50.633444,Clear,0.0,55,0,0,0,0,26
2025-04-19 02:57:50.633444,Clear,0.0,58,0,0,0,0,25
2025-04-19 03:57:50.633444,Rain,7.042488576004384,68,0,0,0,0,22
