timestamp,junction_id,total_vehicle_count,avg_waiting_time,avg_congestion,vehicles_passed,network_rank_congestion,highest_wait_flag,lowest_efficiency_flag
2025-04-03 16:57:50.633444,J6,188,39,0.8,183,14,0,0
2025-04-03 16:57:50.633444,J7,119,19,0.8,114,15,0,0
2025-04-03 16:57:50.633444,J8,131,32,0.8,120,16,0,0
2025-04-03 16:57:50.633444,J9,129,24,0.5,117,17,0,0
2025-04-03 16:57:50.633444,J10,82,18,0.2,78,18,0,0
2025-04-03 16:57:50.633444,J17,81,21,0.2,76,19,0,1
2025-04-03 16:57:50.633444,J20,102,25,0.2,95,20,0,0
2025-04-03 17:57:50.633444,J11,314,79,2.2,303,1,0,0
2025-04-03 17:57:50.633444,J12,327,89,2.2,314,2,1,0
2025-04-03 17:57:50.633444,J15,325,63,2.2,319,3,0,0
2025-04-03 17:57:50.633444,J2,303,72,2.2,298,4,0,0
2025-04-03 17:57:50.633444,J8,327,82,2.2,314,5,0,0
2025-04-03 17:57:50.633444,J14,294,87,2.0,290,6,0,0
2025-04-03 17:57:50.633444,J20,318,62,2.0,313,7,0,0
2025-04-03 17:57:50.633444,J19,275,56,1.8,264,8,0,0
2025-04-03 17:57:50.633444,J6,233,51,1.8,227,9,0,0
2025-04-03 17:57:50.633444,J9,289,67,1.8,280,10,0,0
2025-04-03 17:57:50.633444,J4,251,63,1.5,242,11,0,0
2025-04-03 17:57:50.633444,J7,261,65,1.5,256,12,0,0
2025-04-03 17:57:50.633444,J1,225,65,1.2,212,13,0,0
2025-04-03 17:57:50.633444,J10,193,51,1.2,188,14,0,0
2025-04-03 17:57:50.633444,J13,219,41,1.2,210,15,0,0
2025-04-03 17:57:50.633444,J3,215,41,1.2,206,16,0,0
2025-04-03 17:57:50.633444,J5,223,62,1.2,214,17,0,0
2025-04-03 17:57:50.633444,J16,202,56,1.0,196,18,0,0
2025-04-03 17:57:50.633444,J18,156,42,1.0,147,19,0,0
2025-04-03 17:57:50.633444,J17,143,41,0.8,135,20,0,1
2025-04-03 18:57:50.633444,J2,369,97,2.8,366,1,1,0
2025-04-03 18:57:50.633444,J20,333,80,2.5,326,2,0,0
2025-04-03 18:57:50.633444,J19,301,89,2.2,293,3,0,0
2025-04-03 18:57:50.633444,J5,305,85,2.2,295,4,0,0
2025-04-03 18:57:50.633444,J13,301,68,2.0,290,5,0,0
2025-04-03 18:57:50.633444,J15,351,70,2.0,343,6,0,0
2025-04-03 18:57:50.633444,J18,277,68,2.0,271,7,0,0
2025-04-03 18:57:50.633444,J3,334,54,2.0,325,8,0,0
2025-04-03 18:57:50.633444,J8,314,82,2.0,305,9,0,0
2025-04-03 18:57:50.633444,J11,271,75,1.8,261,10,0,0
2025-04-03 18:57:50.633444,J12,272,56,1.8,263,11,0,0
2025-04-03 18:57:50.633444,J14,264,43,1.8,257,12,0,0
2025-04-03 18:57:50.633444,J16,244,79,1.5,240,13,0,0
2025-04-03 18:57:50.633444,J9,248,54,1.5,237,14,0,0
2025-04-03 18:57:50.633444,J1,237,47,1.2,230,15,0,0
2025-04-03 18:57:50.633444,J17,205,60,1.2,196,16,0,0
2025-04-03 18:57:50.633444,J10,167,32,1.0,157,17,0,0
2025-04-03 18:57:50.633444,J7,199,54,1.0,191,18,0,0
2025-04-03 18:57:50.633444,J4,180,45,0.8,173,19,0,0
2025-04-03 18:57:50.633444,J6,144,39,0.5,138,20,0,1
2025-04-03 19:57:50.633444,J12,389,75,2.8,380,1,0,0
2025-04-03 19:57:50.633444,J3,322,81,2.5,315,2,0,0
2025-04-03 19:57:50.633444,J7,375,91,2.5,364,3,0,0
2025-04-03 19:57:50.633444,J14,313,95,2.2,303,4,1,0
2025-04-03 19:57:50.633444,J10,284,72,2.0,281,5,0,0
2025-04-03 19:57:50.633444,J11,269,65,2.0,260,6,0,0
2025-04-03 19:57:50.633444,J5,315,87,2.0,305,7,0,0
2025-04-03 19:57:50.633444,J13,281,51,1.8,274,8,0,0
2025-04-03 19:57:50.633444,J15,258,69,1.8,253,9,0,0
2025-04-03 19:57:50.633444,J16,250,74,1.8,243,10,0,0
2025-04-03 19:57:50.633444,J6,311,80,1.8,307,11,0,0
2025-04-03 19:57:50.633444,J19,250,59,1.5,239,12,0,0
2025-04-03 19:57:50.633444,J2,238,55,1.5,230,13,0,0
2025-04-03 19:57:50.633444,J1,199,55,1.2,194,14,0,0
2025-04-03 19:57:50.633444,J20,198,44,1.2,193,15,0,0
2025-04-03 19:57:50.633444,J4,189,43,1.0,174,16,0,0
2025-04-03 19:57:50.633444,J8,194,42,1.0,192,17,0,0
2025-04-03 19:57:50.633444,J17,170,31,0.8,166,18,0,0
2025-04-03 19:57:50.633444,J18,155,24,0.8,150,19,0,0
2025-04-03 19:57:50.633444,J9,157,29,0.8,148,20,0,1
2025-04-03 20:57:50.633444,J19,367,107,2.8,363,1,0,0
2025-04-03 20:57:50.633444,J1,374,122,2.5,363,2,1,0
2025-04-03 20:57:50.633444,J14,316,71,2.2,306,3,0,0
2025-04-03 20:57:50.633444,J6,336,80,2.2,329,4,0,0
2025-04-03 20:57:50.633444,J17,281,67,2.0,271,5,0,0
2025-04-03 20:57:50.633444,J5,295,62,2.0,283,6,0,0
2025-04-03 20:57:50.633444,J8,306,60,2.0,292,7,0,0
2025-04-03 20:57:50.633444,J2,220,54,1.8,209,8,0,0
2025-04-03 20:57:50.633444,J20,234,69,1.8,228,9,0,0
2025-04-03 20:57:50.633444,J4,257,71,1.8,249,10,0,0
2025-04-03 20:57:50.633444,J9,261,78,1.8,258,11,0,0
2025-04-03 20:57:50.633444,J3,237,62,1.5,230,12,0,0
2025-04-03 20:57:50.633444,J10,224,67,1.2,214,13,0,0
2025-04-03 20:57:50.633444,J11,201,64,1.2,189,14,0,0
2025-04-03 20:57:50.633444,J12,236,73,1.2,226,15,0,0
2025-04-03 20:57:50.633444,J16,194,43,1.2,187,16,0,0
2025-04-03 20:57:50.633444,J13,196,38,1.0,188,17,0,0
2025-04-03 20:57:50.633444,J15,180,38,1.0,167,18,0,1
2025-04-03 20:57:50.633444,J18,179,48,1.0,170,19,0,0
2025-04-03 20:57:50.633444,J7,177,41,1.0,168,20,0,0
2025-04-03 21:57:50.633444,J12,192,41,1.2,187,1,0,0
2025-04-03 21:57:50.633444,J15,188,45,1.2,183,2,0,0
2025-04-03 21:57:50.633444,J17,191,51,1.2,183,3,1,0
2025-04-03 21:57:50.633444,J20,193,39,1.2,185,4,0,0
2025-04-03 21:57:50.633444,J1,192,51,1.0,183,5,1,0
2025-04-03 21:57:50.633444,J16,179,43,1.0,164,6,0,0
2025-04-03 21:57:50.633444,J4,185,42,1.0,173,7,0,0
2025-04-03 21:57:50.633444,J5,190,42,1.0,181,8,0,0
2025-04-03 21:57:50.633444,J6,182,48,1.0,173,9,0,0
2025-04-03 21:57:50.633444,J9,186,42,1.0,175,10,0,0
2025-04-03 21:57:50.633444,J10,144,41,0.8,136,11,0,0
2025-04-03 21:57:50.633444,J14,144,35,0.8,138,12,0,0
2025-04-03 21:57:50.633444,J19,167,41,0.8,160,13,0,0
2025-04-03 21:57:50.633444,J2,141,29,0.8,134,14,0,0
2025-04-03 21:57:50.633444,J3,115,28,0.8,108,15,0,0
2025-04-03 21:57:50.633444,J7,138,39,0.8,133,16,0,0
2025-04-03 21:57:50.633444,J8,119,32,0.8,111,17,0,0
2025-04-03 21:57:50.633444,J13,132,33,0.5,128,18,0,0
2025-04-03 21:57:50.633444,J18,130,33,0.5,125,19,0,0
2025-04-03 21:57:50.633444,J11,55,12,0.0,45,20,0,1
2025-04-03 22:57:50.633444,J15,199,37,1.2,186,1,0,0
2025-04-03 22:57:50.633444,J2,208,66,1.2,199,2,1,0
2025-04-03 22:57:50.633444,J12,198,55,1.0,192,3,0,0
2025-04-03 22:57:50.633444,J6,140,33,1.0,124,4,0,0
2025-04-03 22:57:50.633444,J7,167,48,1.0,161,5,0,0
2025-04-03 22:57:50.633444,J10,140,33,0.8,134,6,0,0
2025-04-03 22:57:50.633444,J13,148,52,0.8,142,7,0,0
2025-04-03 22:57:50.633444,J17,129,34,0.8,125,8,0,0
2025-04-03 22:57:50.633444,J19,142,37,0.8,134,9,0,0
2025-04-03 22:57:50.633444,J20,159,35,0.8,152,10,0,0
2025-04-03 22:57:50.633444,J3,167,43,0.8,158,11,0,0
2025-04-03 22:57:50.633444,J4,167,43,0.8,160,12,0,0
2025-04-03 22:57:50.633444,J11,126,32,0.5,118,13,0,0
2025-04-03 22:57:50.633444,J14,110,30,0.5,105,14,0,0
2025-04-03 22:57:50.633444,J16,113,23,0.5,109,15,0,0
2025-04-03 22:57:50.633444,J18,130,27,0.5,119,16,0,0
2025-04-03 22:57:50.633444,J5,107,15,0.5,101,17,0,0
2025-04-03 22:57:50.633444,J8,137,43,0.5,130,18,0,0
2025-04-03 22:57:50.633444,J9,116,31,0.5,110,19,0,0
2025-04-03 22:57:50.633444,J1,83,21,0.2,76,20,0,1
2025-04-03 23:57:50.633444,J1,221,56,1.5,214,1,0,0
2025-04-03 23:57:50.633444,J11,213,60,1.5,203,2,1,0
2025-04-03 23:57:50.633444,J2,210,50,1.2,199,3,0,0
2025-04-03 23:57:50.633444,J20,192,58,1.2,181,4,0,0
2025-04-03 23:57:50.633444,J8,192,50,1.2,182,5,0,0
2025-04-03 23:57:50.633444,J13,171,36,1.0,159,6,0,0
2025-04-03 23:57:50.633444,J18,170,41,1.0,164,7,0,0
2025-04-03 23:57:50.633444,J9,190,46,1.0,186,8,0,0
2025-04-03 23:57:50.633444,J10,168,43,0.8,160,9,0,0
2025-04-03 23:57:50.633444,J16,139,36,0.8,130,10,0,0
2025-04-03 23:57:50.633444,J19,131,41,0.8,126,11,0,0
2025-04-03 23:57:50.633444,J3,145,47,0.8,135,12,0,0
2025-04-03 23:57:50.633444,J4,151,33,0.8,143,13,0,0
2025-04-03 23:57:50.633444,J6,144,36,0.8,140,14,0,0
2025-04-03 23:57:50.633444,J7,144,24,0.8,133,15,0,0
2025-04-03 23:57:50.633444,J14,116,34,0.5,107,16,0,0
2025-04-03 23:57:50.633444,J12,119,22,0.2,110,17,0,0
2025-04-03 23:57:50.633444,J15,70,12,0.2,62,18,0,0
2025-04-03 23:57:50.633444,J17,94,23,0.0,82,19,0,0
2025-04-03 23:57:50.633444,J5,54,14,0.0,47,20,0,1
2025-04-04 00:57:50.633444,J1,25,7,0.0,15,1,1,0
2025-04-04 00:57:50.633444,J10,25,5,0.0,23,2,0,0
2025-04-04 00:57:50.633444,J11,21,3,0.0,14,3,0,0
2025-04-04 00:57:50.633444,J12,18,5,0.0,3,4,0,1
2025-04-04 00:57:50.633444,J13,17,2,0.0,6,5,0,0
2025-04-04 00:57:50.633444,J14,20,4,0.0,11,6,0,0
2025-04-04 00:57:50.633444,J15,27,5,0.0,23,7,0,0
2025-04-04 00:57:50.633444,J16,19,3,0.0,7,8,0,0
2025-04-04 00:57:50.633444,J17,23,6,0.0,15,9,0,0
2025-04-04 00:57:50.633444,J18,17,3,0.0,4,10,0,0
2025-04-04 00:57:50.633444,J19,21,4,0.0,15,11,0,0
2025-04-04 00:57:50.633444,J2,21,5,0.0,13,12,0,0
2025-04-04 00:57:50.633444,J20,15,2,0.0,8,13,0,0
2025-04-04 00:57:50.633444,J3,30,7,0.0,17,14,1,0
2025-04-04 00:57:50.633444,J4,18,5,0.0,7,15,0,0
2025-04-04 00:57:50.633444,J5,19,5,0.0,15,16,0,0
2025-04-04 00:57:50.633444,J6,32,6,0.0,27,17,0,0
2025-04-04 00:57:50.633444,J7,18,2,0.0,12,18,0,0
2025-04-04 00:57:50.633444,J8,13,2,0.0,6,19,0,0
2025-04-04 00:57:50.633444,J9,22,5,0.0,13,20,0,0
2025-04-04 01:57:50.633444,J1,18,3,0.0,14,1,0,0
2025-04-04 01:57:50.633444,J10,24,4,0.0,13,2,0,0
2025-04-04 01:57:50.633444,J11,19,2,0.0,11,3,0,0
2025-04-04 01:57:50.633444,J12,28,6,0.0,17,4,1,0
2025-04-04 01:57:50.633444,J13,16,3,0.0,11,5,0,0
2025-04-04 01:57:50.633444,J14,18,2,0.0,10,6,0,0
2025-04-04 01:57:50.633444,J15,33,6,0.0,25,7,1,0
2025-04-04 01:57:50.633444,J16,25,4,0.0,21,8,0,0
2025-04-04 01:57:50.633444,J17,12,2,0.0,2,9,0,1
2025-04-04 01:57:50.633444,J18,21,5,0.0,12,10,0,0
2025-04-04 01:57:50.633444,J19,15,2,0.0,10,11,0,0
2025-04-04 01:57:50.633444,J2,27,4,0.0,21,12,0,0
2025-04-04 01:57:50.633444,J20,18,3,0.0,12,13,0,0
2025-04-04 01:57:50.633444,J3,18,4,0.0,17,14,0,0
2025-04-04 01:57:50.633444,J4,19,4,0.0,11,15,0,0
2025-04-04 01:57:50.633444,J5,13,2,0.0,5,16,0,0
2025-04-04 01:57:50.633444,J6,19,4,0.0,15,17,0,0
2025-04-04 01:57:50.633444,J7,23,4,0.0,10,18,0,0
2025-04-04 01:57:50.633444,J8,19,5,0.0,9,19,0,0
2025-04-04 01:57:50.633444,J9,30,4,0.0,27,20,0,0
2025-04-04 02:57:50.633444,J1,18,4,0.0,6,1,0,0
2025-04-04 02:57:50.633444,J10,26,5,0.0,23,2,0,0
2025-04-04 02:57:50.633444,J11,13,2,0.0,3,3,0,0
2025-04-04 02:57:50.633444,J12,14,3,0.0,4,4,0,0
2025-04-04 02:57:50.633444,J13,21,3,0.0,11,5,0,0
2025-04-04 02:57:50.633444,J14,19,3,0.0,12,6,0,0
2025-04-04 02:57:50.633444,J15,20,5,0.0,13,7,0,0
2025-04-04 02:57:50.633444,J16,21,4,0.0,17,8,0,0
2025-04-04 02:57:50.633444,J17,18,5,0.0,13,9,0,0
2025-04-04 02:57:50.633444,J18,23,4,0.0,10,10,0,0
2025-04-04 02:57:50.633444,J19,13,2,0.0,12,11,0,0
2025-04-04 02:57:50.633444,J2,23,3,0.0,15,12,0,0
2025-04-04 02:57:50.633444,J20,21,3,0.0,11,13,0,0
2025-04-04 02:57:50.633444,J3,18,3,0.0,10,14,0,0
2025-04-04 02:57:50.633444,J4,17,3,0.0,10,15,0,0
2025-04-04 02:57:50.633444,J5,9,2,0.0,0,16,0,1
2025-04-04 02:57:50.633444,J6,20,3,0.0,9,17,0,0
2025-04-04 02:57:50.633444,J7,19,3,0.0,11,18,0,0
2025-04-04 02:57:50.633444,J8,20,2,0.0,11,19,0,0
2025-04-04 02:57:50.633444,J9,26,6,0.0,24,20,1,0
2025-04-04 03:57:50.633444,J1,17,3,0.0,13,1,0,0
2025-04-04 03:57:50.633444,J10,27,6,0.0,20,2,0,0
2025-04-04 03:57:50.633444,J11,21,4,0.0,7,3,0,0
2025-04-04 03:57:50.633444,J12,24,6,0.0,18,4,0,0
2025-04-04 03:57:50.633444,J13,19,5,0.0,14,5,0,0
2025-04-04 03:57:50.633444,J14,25,7,0.0,14,6,1,0
2025-04-04 03:57:50.633444,J15,18,3,0.0,7,7,0,0
2025-04-04 03:57:50.633444,J16,17,3,0.0,5,8,0,1
2025-04-04 03:57:50.633444,J17,29,6,0.0,20,9,0,0
2025-04-04 03:57:50.633444,J18,15,3,0.0,6,10,0,0
2025-04-04 03:57:50.633444,J19,24,4,0.0,19,11,0,0
2025-04-04 03:57:50.633444,J2,28,6,0.0,21,12,0,0
2025-04-04 03:57:50.633444,J20,14,3,0.0,10,13,0,0
2025-04-04 03:57:50.633444,J3,23,5,0.0,13,14,0,0
2025-04-04 03:57:50.633444,J4,29,7,0.0,23,15,1,0
2025-04-04 03:57:50.633444,J5,15,4,0.0,7,16,0,0
2025-04-04 03:57:50.633444,J6,25,4,0.0,14,17,0,0
2025-04-04 03:57:50.633444,J7,17,3,0.0,6,18,0,0
2025-04-04 03:57:50.633444,J8,21,4,0.0,17,19,0,0
2025-04-04 03:57:50.633444,J9,15,4,0.0,8,20,0,0
2025-04-04 04:57:50.633444,J1,25,5,0.0,17,1,0,0
2025-04-04 04:57:50.633444,J10,27,7,0.0,19,2,0,0
2025-04-04 04:57:50.633444,J11,14,3,0.0,1,3,0,1
2025-04-04 04:57:50.633444,J12,29,5,0.0,22,4,0,0
2025-04-04 04:57:50.633444,J13,29,7,0.0,20,5,0,0
2025-04-04 04:57:50.633444,J14,15,3,0.0,5,6,0,0
2025-04-04 04:57:50.633444,J15,30,7,0.0,22,7,0,0
2025-04-04 04:57:50.633444,J16,20,3,0.0,10,8,0,0
2025-04-04 04:57:50.633444,J17,24,5,0.0,21,9,0,0
2025-04-04 04:57:50.633444,J18,18,3,0.0,12,10,0,0
2025-04-04 04:57:50.633444,J19,31,8,0.0,18,11,1,0
2025-04-04 04:57:50.633444,J2,11,1,0.0,6,12,0,0
2025-04-04 04:57:50.633444,J20,16,3,0.0,13,13,0,0
2025-04-04 04:57:50.633444,J3,21,5,0.0,15,14,0,0
2025-04-04 04:57:50.633444,J4,22,5,0.0,12,15,0,0
2025-04-04 04:57:50.633444,J5,18,4,0.0,6,16,0,0
2025-04-04 04:57:50.633444,J6,11,2,0.0,2,17,0,0
2025-04-04 04:57:50.633444,J7,21,3,0.0,12,18,0,0
2025-04-04 04:57:50.633444,J8,34,6,0.0,26,19,0,0
2025-04-04 04:57:50.633444,J9,20,4,0.0,14,20,0,0
2025-04-04 05:57:50.633444,J1,18,4,0.0,14,1,0,0
2025-04-04 05:57:50.633444,J10,20,4,0.0,15,2,0,0
2025-04-04 05:57:50.633444,J11,16,4,0.0,4,3,0,0
2025-04-04 05:57:50.633444,J12,29,6,0.0,24,4,0,0
2025-04-04 05:57:50.633444,J13,26,5,0.0,13,5,0,0
2025-04-04 05:57:50.633444,J14,26,7,0.0,13,6,1,0
2025-04-04 05:57:50.633444,J15,11,2,0.0,2,7,0,1
2025-04-04 05:57:50.633444,J16,18,4,0.0,15,8,0,0
2025-04-04 05:57:50.633444,J17,25,5,0.0,16,9,0,0
2025-04-04 05:57:50.633444,J18,25,6,0.0,14,10,0,0
2025-04-04 05:57:50.633444,J19,26,7,0.0,16,11,1,0
2025-04-04 05:57:50.633444,J2,21,4,0.0,14,12,0,0
2025-04-04 05:57:50.633444,J20,16,3,0.0,8,13,0,0
2025-04-04 05:57:50.633444,J3,14,3,0.0,7,14,0,0
2025-04-04 05:57:50.633444,J4,13,2,0.0,10,15,0,0
2025-04-04 05:57:50.633444,J5,24,5,0.0,20,16,0,0
2025-04-04 05:57:50.633444,J6,17,3,0.0,8,17,0,0
2025-04-04 05:57:50.633444,J7,22,3,0.0,13,18,0,0
2025-04-04 05:57:50.633444,J8,21,5,0.0,9,19,0,0
2025-04-04 05:57:50.633444,J9,16,3,0.0,5,20,0,0
2025-04-04 06:57:50.633444,J13,209,56,1.2,203,1,1,0
2025-04-04 06:57:50.633444,J11,151,26,1.0,147,2,0,0
2025-04-04 06:57:50.633444,J19,173,30,1.0,161,3,0,0
2025-04-04 06:57:50.633444,J5,161,43,1.0,154,4,0,0
2025-04-04 06:57:50.633444,J1,142,37,0.8,136,5,0,0
2025-04-04 06:57:50.633444,J16,134,35,0.8,125,6,0,0
2025-04-04 06:57:50.633444,J18,159,44,0.8,148,7,0,0
2025-04-04 06:57:50.633444,J4,154,49,0.8,145,8,0,0
2025-04-04 06:57:50.633444,J8,151,27,0.8,142,9,0,0
2025-04-04 06:57:50.633444,J14,120,19,0.5,115,10,0,0
2025-04-04 06:57:50.633444,J15,115,30,0.5,110,11,0,0
2025-04-04 06:57:50.633444,J17,130,34,0.5,124,12,0,0
2025-04-04 06:57:50.633444,J2,145,36,0.5,137,13,0,0
2025-04-04 06:57:50.633444,J20,152,39,0.5,141,14,0,0
2025-04-04 06:57:50.633444,J3,132,35,0.5,124,15,0,0
2025-04-04 06:57:50.633444,J6,112,29,0.5,103,16,0,0
2025-04-04 06:57:50.633444,J7,135,34,0.5,128,17,0,0
2025-04-04 06:57:50.633444,J9,102,26,0.5,97,18,0,0
2025-04-04 06:57:50.633444,J10,100,25,0.2,96,19,0,0
2025-04-04 06:57:50.633444,J12,93,28,0.2,86,20,0,1
2025-04-04 07:57:50.633444,J8,205,39,1.2,193,1,0,0
2025-04-04 07:57:50.633444,J11,168,54,1.0,161,2,1,0
2025-04-04 07:57:50.633444,J13,165,40,1.0,158,3,0,0
2025-04-04 07:57:50.633444,J16,185,30,1.0,178,4,0,0
2025-04-04 07:57:50.633444,J17,170,45,1.0,160,5,0,0
2025-04-04 07:57:50.633444,J19,185,53,1.0,181,6,0,0
2025-04-04 07:57:50.633444,J5,203,47,1.0,195,7,0,0
2025-04-04 07:57:50.633444,J1,138,33,0.8,135,8,0,0
2025-04-04 07:57:50.633444,J10,148,23,0.8,142,9,0,0
2025-04-04 07:57:50.633444,J20,137,31,0.8,132,10,0,0
2025-04-04 07:57:50.633444,J4,118,39,0.8,111,11,0,0
2025-04-04 07:57:50.633444,J12,116,27,0.5,113,12,0,0
2025-04-04 07:57:50.633444,J14,134,33,0.5,128,13,0,0
2025-04-04 07:57:50.633444,J18,140,34,0.5,134,14,0,0
2025-04-04 07:57:50.633444,J2,123,31,0.5,117,15,0,0
2025-04-04 07:57:50.633444,J6,129,37,0.5,125,16,0,0
2025-04-04 07:57:50.633444,J7,127,26,0.5,118,17,0,0
2025-04-04 07:57:50.633444,J15,97,27,0.2,89,18,0,0
2025-04-04 07:57:50.633444,J3,92,16,0.2,81,19,0,1
2025-04-04 07:57:50.633444,J9,127,34,0.2,115,20,0,0
2025-04-04 08:57:50.633444,J12,338,61,2.5,328,1,0,0
2025-04-04 08:57:50.633444,J4,340,99,2.2,336,2,1,0
2025-04-04 08:57:50.633444,J11,290,72,1.8,281,3,0,0
2025-04-04 08:57:50.633444,J13,280,60,1.8,268,4,0,0
2025-04-04 08:57:50.633444,J14,260,40,1.8,249,5,0,0
2025-04-04 08:57:50.633444,J17,255,58,1.8,244,6,0,0
2025-04-04 08:57:50.633444,J5,274,83,1.8,267,7,0,0
2025-04-04 08:57:50.633444,J8,272,60,1.8,261,8,0,0
2025-04-04 08:57:50.633444,J9,275,73,1.8,266,9,0,0
2025-04-04 08:57:50.633444,J1,245,62,1.5,238,10,0,0
2025-04-04 08:57:50.633444,J10,229,70,1.5,225,11,0,0
2025-04-04 08:57:50.633444,J18,278,46,1.5,268,12,0,0
2025-04-04 08:57:50.633444,J15,200,50,1.2,187,13,0,0
2025-04-04 08:57:50.633444,J2,238,72,1.2,228,14,0,0
2025-04-04 08:57:50.633444,J3,184,50,1.2,176,15,0,0
2025-04-04 08:57:50.633444,J6,228,67,1.2,223,16,0,0
2025-04-04 08:57:50.633444,J7,217,53,1.2,209,17,0,0
2025-04-04 08:57:50.633444,J16,162,29,1.0,159,18,0,0
2025-04-04 08:57:50.633444,J19,169,54,0.8,158,19,0,1
2025-04-04 08:57:50.633444,J20,172,29,0.8,164,20,0,0
2025-04-04 09:57:50.633444,J18,362,79,2.8,354,1,0,0
2025-04-04 09:57:50.633444,J10,373,110,2.5,367,2,1,0
2025-04-04 09:57:50.633444,J12,374,108,2.5,366,3,0,0
2025-04-04 09:57:50.633444,J7,356,84,2.5,349,4,0,0
2025-04-04 09:57:50.633444,J15,357,82,2.2,349,5,0,0
2025-04-04 09:57:50.633444,J17,317,79,2.2,309,6,0,0
2025-04-04 09:57:50.633444,J9,331,80,2.2,324,7,0,0
2025-04-04 09:57:50.633444,J1,309,76,2.0,301,8,0,0
2025-04-04 09:57:50.633444,J14,298,86,2.0,293,9,0,0
2025-04-04 09:57:50.633444,J4,322,78,2.0,316,10,0,0
2025-04-04 09:57:50.633444,J2,239,65,1.8,231,11,0,0
2025-04-04 09:57:50.633444,J3,247,63,1.8,235,12,0,0
2025-04-04 09:57:50.633444,J6,288,74,1.8,279,13,0,0
2025-04-04 09:57:50.633444,J13,231,44,1.5,221,14,0,0
2025-04-04 09:57:50.633444,J16,232,66,1.5,222,15,0,0
