timestamp,junction_id,state,action_taken,reward,q_value,green_time_N,green_time_S,green_time_E,green_time_W,policy_version
2025-04-03 16:57:50.633444,J3,Clearing,Shorten_Red_E,5.54,0.292,32,86,86,23,v4.2.1-stable
2025-04-03 16:57:50.633444,J4,Congested,Shorten_Red_E,-4.81,0.931,65,53,30,50,v4.2.1-stable
2025-04-03 16:57:50.633444,J5,Congested,Extend_Green_N,9.82,0.28,82,49,37,57,v4.2.1-stable
2025-04-03 16:57:50.633444,J6,Congested,Shorten_Red_E,9.14,0.386,38,44,80,22,v4.2.1-stable
2025-04-03 16:57:50.633444,J7,Clearing,Activate_Sync,-2.4,0.271,38,61,55,46,v4.2.1-stable
2025-04-03 16:57:50.633444,J8,Smooth,Shorten_Red_E,-1.92,0.539,61,80,22,70,v4.2.1-stable
2025-04-03 16:57:50.633444,J9,Congested,Extend_Green_S,7.02,0.621,88,22,82,79,v4.2.1-stable
2025-04-03 16:57:50.633444,J10,Clearing,Activate_Sync,3.81,0.368,70,39,71,38,v4.2.1-stable
2025-04-03 16:57:50.633444,J11,Clearing,Activate_Sync,8.01,0.933,64,86,26,86,v4.2.1-stable
2025-04-03 16:57:50.633444,J12,Clearing,Extend_Green_N,4.06,0.214,23,69,51,72,v4.2.1-stable
2025-04-03 16:57:50.633444,J13,Clearing,Shorten_Red_E,8.5,0.693,69,45,84,29,v4.2.1-stable
2025-04-03 16:57:50.633444,J14,Smooth,Extend_Green_S,12.14,0.793,77,28,55,46,v4.2.1-stable
2025-04-03 16:57:50.633444,J15,Smooth,Extend_Green_N,3.97,0.197,26,72,69,89,v4.2.1-stable
2025-04-03 16:57:50.633444,J16,Congested,Shorten_Red_E,-0.18,0.254,42,75,39,74,v4.2.1-stable
2025-04-03 16:57:50.633444,J17,Smooth,Extend_Green_S,5.98,0.556,71,71,77,29,v4.2.1-stable
2025-04-03 16:57:50.633444,J18,Clearing,Extend_Green_S,0.31,0.253,57,30,83,51,v4.2.1-stable
2025-04-03 16:57:50.633444,J19,Congested,Activate_Sync,5.57,0.394,24,31,57,55,v4.2.1-stable
2025-04-03 16:57:50.633444,J20,Congested,Extend_Green_N,7.11,0.253,28,41,70,89,v4.2.1-stable
2025-04-03 17:57:50.633444,J1,Clearing,Extend_Green_S,10.74,0.367,41,52,55,26,v4.2.1-stable
2025-04-03 17:57:50.633444,J2,Congested,Activate_Sync,-3.22,0.639,35,81,30,89,v4.2.1-stable
2025-04-03 17:57:50.633444,J3,Clearing,Extend_Green_N,-2.23,0.143,81,68,82,45,v4.2.1-stable
2025-04-03 17:57:50.633444,J4,Congested,Activate_Sync,14.94,0.197,75,33,47,86,v4.2.1-stable
2025-04-03 17:57:50.633444,J5,Clearing,Extend_Green_N,-3.67,0.564,29,57,56,20,v4.2.1-stable
2025-04-03 17:57:50.633444,J6,Smooth,Activate_Sync,13.36,0.608,50,27,46,88,v4.2.1-stable
2025-04-03 17:57:50.633444,J7,Clearing,Extend_Green_N,8.18,0.804,24,43,62,39,v4.2.1-stable
2025-04-03 17:57:50.633444,J8,Smooth,Shorten_Red_E,10.12,0.091,22,39,22,86,v4.2.1-stable
2025-04-03 17:57:50.633444,J9,Clearing,Shorten_Red_E,14.51,0.254,25,67,54,70,v4.2.1-stable
2025-04-03 17:57:50.633444,J10,Clearing,Extend_Green_N,-1.78,0.307,62,74,38,28,v4.2.1-stable
2025-04-03 17:57:50.633444,J11,Congested,Extend_Green_N,-4.78,0.759,55,22,72,23,v4.2.1-stable
2025-04-03 17:57:50.633444,J12,Congested,Shorten_Red_E,9.16,0.33,79,70,48,42,v4.2.1-stable
2025-04-03 17:57:50.633444,J13,Smooth,Extend_Green_N,6.95,0.488,50,26,88,79,v4.2.1-stable
2025-04-03 17:57:50.633444,J14,Smooth,Extend_Green_S,10.37,0.767,33,35,23,29,v4.2.1-stable
2025-04-03 17:57:50.633444,J15,Congested,Extend_Green_N,7.78,0.293,72,44,41,24,v4.2.1-stable
2025-04-03 17:57:50.633444,J16,Congested,Activate_Sync,12.2,0.028,45,40,68,29,v4.2.1-stable
2025-04-03 17:57:50.633444,J17,Smooth,Activate_Sync,-2.72,0.746,23,85,27,73,v4.2.1-stable
2025-04-03 17:57:50.633444,J18,Clearing,Shorten_Red_E,12.44,0.639,73,65,44,78,v4.2.1-stable
2025-04-03 17:57:50.633444,J19,Congested,Activate_Sync,4.27,0.767,84,61,26,36,v4.2.1-stable
2025-04-03 17:57:50.633444,J20,Clearing,Extend_Green_N,-0.8,0.24,70,42,84,29,v4.2.1-stable
2025-04-03 18:57:50.633444,J1,Congested,Activate_Sync,14.96,0.194,39,69,48,46,v4.2.1-stable
2025-04-03 18:57:50.633444,J2,Clearing,Activate_Sync,12.76,0.967,70,56,37,28,v4.2.1-stable
2025-04-03 18:57:50.633444,J3,Clearing,Activate_Sync,-1.57,0.973,84,31,84,70,v4.2.1-stable
2025-04-03 18:57:50.633444,J4,Smooth,Shorten_Red_E,13.9,0.015,42,89,65,22,v4.2.1-stable
2025-04-03 18:57:50.633444,J5,Smooth,Activate_Sync,10.9,0.746,61,25,53,77,v4.2.1-stable
2025-04-03 18:57:50.633444,J6,Smooth,Shorten_Red_E,8.96,0.618,71,64,79,75,v4.2.1-stable
2025-04-03 18:57:50.633444,J7,Smooth,Extend_Green_N,14.44,0.456,78,71,57,24,v4.2.1-stable
2025-04-03 18:57:50.633444,J8,Smooth,Extend_Green_N,11.03,0.303,21,59,52,48,v4.2.1-stable
2025-04-03 18:57:50.633444,J9,Smooth,Shorten_Red_E,-4.47,0.372,71,77,48,41,v4.2.1-stable
2025-04-03 18:57:50.633444,J10,Congested,Extend_Green_N,5.37,0.581,76,35,63,53,v4.2.1-stable
2025-04-03 18:57:50.633444,J11,Smooth,Activate_Sync,-3.82,0.687,39,34,54,62,v4.2.1-stable
2025-04-03 18:57:50.633444,J12,Clearing,Extend_Green_N,2.76,0.649,74,70,82,32,v4.2.1-stable
2025-04-03 18:57:50.633444,J13,Clearing,Activate_Sync,12.01,0.235,66,72,81,38,v4.2.1-stable
2025-04-03 18:57:50.633444,J14,Congested,Activate_Sync,-1.92,0.69,63,71,77,84,v4.2.1-stable
2025-04-03 18:57:50.633444,J15,Clearing,Extend_Green_N,4.84,0.356,61,86,20,84,v4.2.1-stable
2025-04-03 18:57:50.633444,J16,Congested,Shorten_Red_E,4.08,0.258,26,29,83,32,v4.2.1-stable
2025-04-03 18:57:50.633444,J17,Clearing,Extend_Green_S,1.69,0.423,37,66,21,46,v4.2.1-stable
2025-04-03 18:57:50.633444,J18,Clearing,Extend_Green_S,4.43,0.756,34,80,39,88,v4.2.1-stable
2025-04-03 18:57:50.633444,J19,Congested,Activate_Sync,3.73,0.383,38,27,21,43,v4.2.1-stable
2025-04-03 18:57:50.633444,J20,Smooth,Shorten_Red_E,6.47,0.505,62,27,88,35,v4.2.1-stable
2025-04-03 19:57:50.633444,J1,Congested,Extend_Green_S,10.79,0.059,77,29,22,53,v4.2.1-stable
2025-04-03 19:57:50.633444,J2,Congested,Activate_Sync,11.26,0.196,69,58,78,74,v4.2.1-stable
2025-04-03 19:57:50.633444,J3,Smooth,Extend_Green_N,11.07,0.358,35,36,66,43,v4.2.1-stable
2025-04-03 19:57:50.633444,J4,Clearing,Activate_Sync,13.88,0.677,85,84,69,30,v4.2.1-stable
2025-04-03 19:57:50.633444,J5,Smooth,Extend_Green_N,4.96,0.528,73,86,80,42,v4.2.1-stable
2025-04-03 19:57:50.633444,J6,Congested,Shorten_Red_E,8.16,0.377,71,86,84,71,v4.2.1-stable
2025-04-03 19:57:50.633444,J7,Clearing,Extend_Green_N,-3.59,0.556,58,65,78,65,v4.2.1-stable
2025-04-03 19:57:50.633444,J8,Congested,Activate_Sync,6.74,0.19,47,66,52,76,v4.2.1-stable
2025-04-03 19:57:50.633444,J9,Clearing,Shorten_Red_E,3.53,0.548,51,80,69,75,v4.2.1-stable
2025-04-03 19:57:50.633444,J10,Congested,Activate_Sync,5.83,0.028,21,48,76,52,v4.2.1-stable
2025-04-03 19:57:50.633444,J11,Congested,Extend_Green_S,6.02,0.589,75,79,61,53,v4.2.1-stable
2025-04-03 19:57:50.633444,J12,Clearing,Shorten_Red_E,1.25,0.867,55,30,65,45,v4.2.1-stable
2025-04-03 19:57:50.633444,J13,Congested,Shorten_Red_E,6.96,0.484,65,38,47,86,v4.2.1-stable
2025-04-03 19:57:50.633444,J14,Congested,Activate_Sync,12.58,0.038,81,35,40,59,v4.2.1-stable
2025-04-03 19:57:50.633444,J15,Congested,Extend_Green_N,-1.71,0.563,26,23,36,36,v4.2.1-stable
2025-04-03 19:57:50.633444,J16,Smooth,Extend_Green_N,-2.07,0.654,45,44,32,21,v4.2.1-stable
2025-04-03 19:57:50.633444,J17,Congested,Extend_Green_S,0.4,0.775,84,21,84,50,v4.2.1-stable
2025-04-03 19:57:50.633444,J18,Smooth,Shorten_Red_E,7.14,0.351,81,40,57,61,v4.2.1-stable
2025-04-03 19:57:50.633444,J19,Smooth,Shorten_Red_E,-4.19,0.474,30,45,38,64,v4.2.1-stable
2025-04-03 19:57:50.633444,J20,Clearing,Extend_Green_S,7.13,0.278,58,81,76,51,v4.2.1-stable
2025-04-03 20:57:50.633444,J1,Smooth,Activate_Sync,12.74,0.135,76,84,52,88,v4.2.1-stable
2025-04-03 20:57:50.633444,J2,Congested,Activate_Sync,11.33,0.842,39,66,61,37,v4.2.1-stable
2025-04-03 20:57:50.633444,J3,Smooth,Extend_Green_S,9.1,0.583,64,85,83,39,v4.2.1-stable
2025-04-03 20:57:50.633444,J4,Smooth,Extend_Green_S,-0.22,0.434,75,81,57,28,v4.2.1-stable
2025-04-03 20:57:50.633444,J5,Clearing,Extend_Green_S,2.8,0.13,35,83,81,73,v4.2.1-stable
2025-04-03 20:57:50.633444,J6,Smooth,Extend_Green_S,8.52,0.721,70,47,27,25,v4.2.1-stable
2025-04-03 20:57:50.633444,J7,Congested,Activate_Sync,10.6,0.646,43,30,66,50,v4.2.1-stable
2025-04-03 20:57:50.633444,J8,Congested,Extend_Green_N,3.39,0.948,62,79,33,51,v4.2.1-stable
2025-04-03 20:57:50.633444,J9,Congested,Extend_Green_S,6.68,0.137,61,41,83,41,v4.2.1-stable
2025-04-03 20:57:50.633444,J10,Clearing,Shorten_Red_E,0.27,0.591,84,36,77,87,v4.2.1-stable
2025-04-03 20:57:50.633444,J11,Clearing,Extend_Green_S,8.06,0.442,30,40,63,62,v4.2.1-stable
2025-04-03 20:57:50.633444,J12,Congested,Shorten_Red_E,5.26,0.469,56,51,52,54,v4.2.1-stable
2025-04-03 20:57:50.633444,J13,Congested,Activate_Sync,12.49,0.821,82,43,35,41,v4.2.1-stable
2025-04-03 20:57:50.633444,J14,Clearing,Shorten_Red_E,9.83,0.897,66,39,41,40,v4.2.1-stable
2025-04-03 20:57:50.633444,J15,Smooth,Extend_Green_S,2.91,0.466,23,51,57,52,v4.2.1-stable
2025-04-03 20:57:50.633444,J16,Congested,Activate_Sync,6.83,0.72,26,62,59,71,v4.2.1-stable
2025-04-03 20:57:50.633444,J17,Congested,Shorten_Red_E,-1.38,0.141,89,69,49,34,v4.2.1-stable
2025-04-03 20:57:50.633444,J18,Clearing,Extend_Green_S,3.52,0.732,28,87,25,82,v4.2.1-stable
2025-04-03 20:57:50.633444,J19,Clearing,Extend_Green_N,2.51,0.978,29,36,78,87,v4.2.1-stable
2025-04-03 20:57:50.633444,J20,Clearing,Extend_Green_N,-4.17,0.335,65,67,79,63,v4.2.1-stable
2025-04-03 21:57:50.633444,J1,Smooth,Shorten_Red_E,-4.01,0.67,77,78,66,64,v4.2.1-stable
2025-04-03 21:57:50.633444,J2,Congested,Activate_Sync,5.8,0.839,39,64,57,45,v4.2.1-stable
2025-04-03 21:57:50.633444,J3,Smooth,Activate_Sync,5.45,0.264,26,60,70,75,v4.2.1-stable
2025-04-03 21:57:50.633444,J4,Smooth,Activate_Sync,6.78,0.293,25,36,84,32,v4.2.1-stable
2025-04-03 21:57:50.633444,J5,Clearing,Extend_Green_N,-1.13,0.422,59,81,36,59,v4.2.1-stable
2025-04-03 21:57:50.633444,J6,Smooth,Activate_Sync,14.65,0.903,42,69,58,35,v4.2.1-stable
2025-04-03 21:57:50.633444,J7,Smooth,Activate_Sync,10.2,0.745,53,46,24,53,v4.2.1-stable
2025-04-03 21:57:50.633444,J8,Clearing,Activate_Sync,5.37,0.251,44,46,34,69,v4.2.1-stable
2025-04-03 21:57:50.633444,J9,Congested,Shorten_Red_E,-3.9,0.55,50,51,79,41,v4.2.1-stable
2025-04-03 21:57:50.633444,J10,Smooth,Extend_Green_N,9.67,0.859,27,28,78,59,v4.2.1-stable
2025-04-03 21:57:50.633444,J11,Smooth,Extend_Green_S,-0.78,0.731,45,84,71,21,v4.2.1-stable
2025-04-03 21:57:50.633444,J12,Clearing,Shorten_Red_E,11.72,0.56,44,41,53,88,v4.2.1-stable
2025-04-03 21:57:50.633444,J13,Clearing,Shorten_Red_E,-0.74,0.161,33,58,43,41,v4.2.1-stable
2025-04-03 21:57:50.633444,J14,Smooth,Activate_Sync,3.82,0.22,33,22,22,78,v4.2.1-stable
2025-04-03 21:57:50.633444,J15,Congested,Shorten_Red_E,1.82,0.859,53,65,27,57,v4.2.1-stable
2025-04-03 21:57:50.633444,J16,Congested,Shorten_Red_E,10.97,0.913,28,58,26,80,v4.2.1-stable
2025-04-03 21:57:50.633444,J17,Clearing,Shorten_Red_E,14.79,0.534,63,34,38,20,v4.2.1-stable
2025-04-03 21:57:50.633444,J18,Clearing,Extend_Green_N,11.8,0.147,36,44,45,75,v4.2.1-stable
2025-04-03 21:57:50.633444,J19,Clearing,Extend_Green_S,-3.92,0.224,77,87,51,29,v4.2.1-stable
2025-04-03 21:57:50.633444,J20,Congested,Extend_Green_N,9.86,0.366,38,65,40,22,v4.2.1-stable
2025-04-03 22:57:50.633444,J1,Smooth,Activate_Sync,-4.35,0.386,73,86,27,68,v4.2.1-stable
2025-04-03 22:57:50.633444,J2,Congested,Activate_Sync,5.77,0.793,42,62,55,66,v4.2.1-stable
2025-04-03 22:57:50.633444,J3,Clearing,Extend_Green_S,6.67,0.252,60,27,80,70,v4.2.1-stable
2025-04-03 22:57:50.633444,J4,Congested,Extend_Green_N,-1.77,0.414,81,79,34,82,v4.2.1-stable
2025-04-03 22:57:50.633444,J5,Clearing,Activate_Sync,6.58,0.15,55,69,32,82,v4.2.1-stable
2025-04-03 22:57:50.633444,J6,Clearing,Shorten_Red_E,14.68,0.614,38,56,50,75,v4.2.1-stable
2025-04-03 22:57:50.633444,J7,Congested,Extend_Green_N,-4.5,0.377,27,37,41,33,v4.2.1-stable
2025-04-03 22:57:50.633444,J8,Clearing,Shorten_Red_E,8.49,0.316,29,60,23,50,v4.2.1-stable
2025-04-03 22:57:50.633444,J9,Smooth,Extend_Green_S,10.83,0.239,29,49,35,63,v4.2.1-stable
2025-04-03 22:57:50.633444,J10,Smooth,Extend_Green_S,13.05,0.216,43,66,59,29,v4.2.1-stable
2025-04-03 22:57:50.633444,J11,Congested,Extend_Green_S,11.1,0.121,21,31,48,40,v4.2.1-stable
2025-04-03 22:57:50.633444,J12,Smooth,Activate_Sync,1.46,0.579,51,69,67,25,v4.2.1-stable
2025-04-03 22:57:50.633444,J13,Congested,Extend_Green_N,7.24,0.233,89,86,83,84,v4.2.1-stable
2025-04-03 22:57:50.633444,J14,Clearing,Activate_Sync,-4.08,0.338,79,28,20,66,v4.2.1-stable
2025-04-03 22:57:50.633444,J15,Smooth,Activate_Sync,-3.26,0.214,48,31,55,25,v4.2.1-stable
2025-04-03 22:57:50.633444,J16,Congested,Extend_Green_S,14.93,0.186,23,20,78,86,v4.2.1-stable
2025-04-03 22:57:50.633444,J17,Smooth,Shorten_Red_E,4.16,0.777,63,77,47,74,v4.2.1-stable
2025-04-03 22:57:50.633444,J18,Congested,Extend_Green_S,-1.82,0.787,36,63,21,56,v4.2.1-stable
2025-04-03 22:57:50.633444,J19,Congested,Extend_Green_S,-3.83,0.442,47,29,30,71,v4.2.1-stable
2025-04-03 22:57:50.633444,J20,Congested,Activate_Sync,7.41,0.025,88,33,24,74,v4.2.1-stable
2025-04-03 23:57:50.633444,J1,Congested,Activate_Sync,4.28,0.56,86,59,49,81,v4.2.1-stable
2025-04-03 23:57:50.633444,J2,Clearing,Extend_Green_S,-1.18,0.284,68,52,77,75,v4.2.1-stable
2025-04-03 23:57:50.633444,J3,Clearing,Shorten_Red_E,9.5,0.539,59,45,70,25,v4.2.1-stable
2025-04-03 23:57:50.633444,J4,Clearing,Extend_Green_N,-0.89,0.918,44,31,21,38,v4.2.1-stable
2025-04-03 23:57:50.633444,J5,Smooth,Shorten_Red_E,5.94,0.839,33,31,73,81,v4.2.1-stable
2025-04-03 23:57:50.633444,J6,Clearing,Shorten_Red_E,13.64,0.15,34,83,39,47,v4.2.1-stable
2025-04-03 23:57:50.633444,J7,Clearing,Extend_Green_N,6.38,0.273,41,70,67,71,v4.2.1-stable
2025-04-03 23:57:50.633444,J8,Clearing,Shorten_Red_E,0.19,0.616,67,55,82,46,v4.2.1-stable
2025-04-03 23:57:50.633444,J9,Congested,Extend_Green_N,8.24,0.494,79,32,57,55,v4.2.1-stable
2025-04-03 23:57:50.633444,J10,Congested,Activate_Sync,-0.93,0.109,86,60,41,26,v4.2.1-stable
2025-04-03 23:57:50.633444,J11,Smooth,Shorten_Red_E,-0.85,0.807,33,36,61,75,v4.2.1-stable
2025-04-03 23:57:50.633444,J12,Clearing,Extend_Green_N,-0.6,0.666,68,37,27,40,v4.2.1-stable
2025-04-03 23:57:50.633444,J13,Congested,Extend_Green_N,12.63,0.659,27,54,39,75,v4.2.1-stable
2025-04-03 23:57:50.633444,J14,Congested,Activate_Sync,9.74,0.775,41,20,70,27,v4.2.1-stable
2025-04-03 23:57:50.633444,J15,Smooth,Activate_Sync,4.84,0.34,72,62,57,48,v4.2.1-stable
2025-04-03 23:57:50.633444,J16,Clearing,Extend_Green_N,-3.47,0.606,70,62,51,69,v4.2.1-stable
2025-04-03 23:57:50.633444,J17,Smooth,Activate_Sync,13.28,0.656,77,72,61,53,v4.2.1-stable
2025-04-03 23:57:50.633444,J18,Congested,Extend_Green_S,11.99,0.361,41,55,80,29,v4.2.1-stable
2025-04-03 23:57:50.633444,J19,Congested,Extend_Green_S,13.21,0.613,84,61,63,54,v4.2.1-stable
2025-04-03 23:57:50.633444,J20,Clearing,Activate_Sync,7.33,0.759,80,57,35,39,v4.2.1-stable
2025-04-04 00:57:50.633444,J1,Smooth,Extend_Green_N,5.54,0.653,62,44,26,54,v4.2.1-stable
2025-04-04 00:57:50.633444,J2,Congested,Activate_Sync,0.74,0.597,54,56,81,73,v4.2.1-stable
2025-04-04 00:57:50.633444,J3,Smooth,Extend_Green_S,3.8,0.607,39,79,56,84,v4.2.1-stable
2025-04-04 00:57:50.633444,J4,Smooth,Shorten_Red_E,6.39,0.583,26,37,71,57,v4.2.1-stable
2025-04-04 00:57:50.633444,J5,Smooth,Extend_Green_S,3.94,0.1,83,71,48,86,v4.2.1-stable
2025-04-04 00:57:50.633444,J6,Clearing,Activate_Sync,3.48,0.552,57,65,27,64,v4.2.1-stable
2025-04-04 00:57:50.633444,J7,Clearing,Extend_Green_N,12.16,0.419,59,70,70,40,v4.2.1-stable
2025-04-04 00:57:50.633444,J8,Smooth,Shorten_Red_E,2.16,0.033,29,74,72,29,v4.2.1-stable
2025-04-04 00:57:50.633444,J9,Clearing,Extend_Green_N,13.66,0.107,81,54,29,34,v4.2.1-stable
2025-04-04 00:57:50.633444,J10,Clearing,Extend_Green_S,4.77,0.095,72,34,33,42,v4.2.1-stable
2025-04-04 00:57:50.633444,J11,Smooth,Extend_Green_S,-0.73,0.718,59,37,56,39,v4.2.1-stable
2025-04-04 00:57:50.633444,J12,Congested,Shorten_Red_E,10.62,0.075,65,26,29,78,v4.2.1-stable
2025-04-04 00:57:50.633444,J13,Congested,Shorten_Red_E,2.2,0.233,74,23,82,45,v4.2.1-stable
2025-04-04 00:57:50.633444,J14,Smooth,Extend_Green_S,3.57,0.166,77,28,54,37,v4.2.1-stable
2025-04-04 00:57:50.633444,J15,Smooth,Activate_Sync,9.11,0.346,20,70,40,75,v4.2.1-stable
2025-04-04 00:57:50.633444,J16,Smooth,Extend_Green_S,9.58,0.536,61,52,85,20,v4.2.1-stable
2025-04-04 00:57:50.633444,J17,Smooth,Extend_Green_N,-0.05,0.808,34,47,31,76,v4.2.1-stable
2025-04-04 00:57:50.633444,J18,Smooth,Extend_Green_S,-2.0,0.304,75,81,84,82,v4.2.1-stable
2025-04-04 00:57:50.633444,J19,Congested,Extend_Green_S,9.93,0.771,72,85,25,57,v4.2.1-stable
2025-04-04 00:57:50.633444,J20,Congested,Activate_Sync,9.76,0.102,89,40,81,65,v4.2.1-stable
2025-04-04 01:57:50.633444,J1,Smooth,Shorten_Red_E,13.54,0.178,23,25,34,37,v4.2.1-stable
2025-04-04 01:57:50.633444,J2,Smooth,Shorten_Red_E,11.09,0.858,58,78,26,58,v4.2.1-stable
2025-04-04 01:57:50.633444,J3,Congested,Extend_Green_S,13.06,0.298,56,24,63,58,v4.2.1-stable
2025-04-04 01:57:50.633444,J4,Smooth,Extend_Green_S,14.41,0.915,66,29,75,27,v4.2.1-stable
2025-04-04 01:57:50.633444,J5,Clearing,Extend_Green_N,8.4,0.725,33,33,27,42,v4.2.1-stable
2025-04-04 01:57:50.633444,J6,Congested,Extend_Green_N,-2.22,0.711,45,56,31,35,v4.2.1-stable
2025-04-04 01:57:50.633444,J7,Congested,Activate_Sync,4.44,0.032,34,49,69,82,v4.2.1-stable
2025-04-04 01:57:50.633444,J8,Smooth,Activate_Sync,0.13,0.159,80,37,57,36,v4.2.1-stable
2025-04-04 01:57:50.633444,J9,Smooth,Extend_Green_S,8.99,0.332,88,87,89,75,v4.2.1-stable
2025-04-04 01:57:50.633444,J10,Congested,Shorten_Red_E,3.23,0.674,86,48,79,50,v4.2.1-stable
2025-04-04 01:57:50.633444,J11,Congested,Activate_Sync,1.24,0.92,63,80,40,86,v4.2.1-stable
2025-04-04 01:57:50.633444,J12,Congested,Extend_Green_S,-2.56,0.549,74,29,73,65,v4.2.1-stable
2025-04-04 01:57:50.633444,J13,Congested,Extend_Green_N,12.36,0.954,45,69,30,82,v4.2.1-stable
2025-04-04 01:57:50.633444,J14,Congested,Extend_Green_S,0.25,0.337,24,31,31,30,v4.2.1-stable
2025-04-04 01:57:50.633444,J15,Clearing,Extend_Green_N,6.09,0.66,42,78,39,62,v4.2.1-stable
2025-04-04 01:57:50.633444,J16,Congested,Extend_Green_S,10.15,0.205,79,86,23,23,v4.2.1-stable
