timestamp,route_id,bus_count,bus_delay,bus_avg_speed,bus_stop_density,bus_priority_flag,auto_density,auto_avg_wait,auto_demand_supply_ratio,auto_fare_dynamic
2025-04-04 03:57:50.633444,Route-2,1,44,15,3.1368880217039385,0,28,8,1.1,122
2025-04-04 03:57:50.633444,Route-3,8,39,20,1.4468649230301893,0,38,19,0.73,54
2025-04-04 03:57:50.633444,Route-4,3,42,31,1.4024847778054144,0,12,14,1.15,205
2025-04-04 03:57:50.633444,Route-5,4,18,12,2.7589632140557545,0,66,4,1.07,205
2025-04-04 04:57:50.633444,Route-1,13,31,21,2.794598705745069,0,94,16,2.46,184
2025-04-04 04:57:50.633444,Route-2,3,37,11,2.861546847039361,0,29,5,0.94,104
2025-04-04 04:57:50.633444,Route-3,1,28,19,2.7668220288464282,0,14,14,1.0,135
2025-04-04 04:57:50.633444,Route-4,14,40,22,1.7880146211130015,0,51,5,1.57,115
2025-04-04 04:57:50.633444,Route-5,6,28,24,3.181262839499931,0,24,16,0.53,224
2025-04-04 05:57:50.633444,Route-1,9,33,17,3.496705927105853,0,15,11,1.7,50
2025-04-04 05:57:50.633444,Route-2,10,28,12,2.0247818489645555,0,18,2,0.53,69
2025-04-04 05:57:50.633444,Route-3,3,26,13,2.255168949699617,0,41,4,2.36,82
2025-04-04 05:57:50.633444,Route-4,9,4,22,2.5520694315409043,0,31,12,1.44,227
2025-04-04 05:57:50.633444,Route-5,11,6,28,2.4262956055467075,0,75,14,0.51,56
2025-04-04 06:57:50.633444,Route-1,1,4,15,2.4971715648263704,0,47,6,1.29,186
2025-04-04 06:57:50.633444,Route-2,10,19,20,1.2103951424333472,0,37,15,2.38,157
2025-04-04 06:57:50.633444,Route-3,0,14,35,3.299282174446949,0,23,14,0.9,214
2025-04-04 06:57:50.633444,Route-4,11,3,39,3.3370253883303,0,49,12,0.89,219
2025-04-04 06:57:50.633444,Route-5,2,5,16,2.1133114105814146,0,25,13,1.61,223
2025-04-04 07:57:50.633444,Route-1,0,36,19,2.5565400787855355,0,87,11,1.82,56
2025-04-04 07:57:50.633444,Route-2,8,19,26,3.363944666195936,0,54,12,1.58,87
2025-04-04 07:57:50.633444,Route-3,10,18,34,1.5628736176947382,0,76,13,1.18,109
2025-04-04 07:57:50.633444,Route-4,10,9,17,2.356738619385508,1,76,6,1.03,50
2025-04-04 07:57:50.633444,Route-5,1,14,28,1.5684195448350478,0,17,8,0.95,95
2025-04-04 08:57:50.633444,Route-1,3,24,15,2.32877444956446,0,40,10,1.08,126
2025-04-04 08:57:50.633444,Route-2,1,8,22,3.0439367120525476,0,99,9,1.92,209
2025-04-04 08:57:50.633444,Route-3,11,17,24,2.1031806387520957,0,81,7,1.71,139
2025-04-04 08:57:50.633444,Route-4,4,36,39,1.3007510957079995,0,99,19,1.43,109
2025-04-04 08:57:50.633444,Route-5,4,9,26,3.343216998480135,0,16,12,0.53,199
2025-04-04 09:57:50.633444,Route-1,13,8,35,2.0816129964067303,0,74,18,1.24,91
2025-04-04 09:57:50.633444,Route-2,11,38,25,2.513911471280569,1,92,5,0.62,249
2025-04-04 09:57:50.633444,Route-3,8,21,27,1.897983837976157,0,93,19,1.71,59
2025-04-04 09:57:50.633444,Route-4,6,38,16,3.160290708849486,0,44,10,2.41,241
2025-04-04 09:57:50.633444,Route-5,9,36,19,2.330062105179832,0,67,16,0.75,179
2025-04-04 10:57:50.633444,Route-1,9,24,11,1.7676343642550545,0,68,16,1.02,229
2025-04-04 10:57:50.633444,Route-2,9,24,24,1.7691285569277226,0,24,6,1.13,81
2025-04-04 10:57:50.633444,Route-3,10,39,13,3.259286960455099,1,35,17,1.68,197
2025-04-04 10:57:50.633444,Route-4,8,41,32,2.0108604083960353,0,54,13,1.03,206
2025-04-04 10:57:50.633444,Route-5,10,24,17,1.4481768190152244,0,88,14,2.12,192
2025-04-04 11:57:50.633444,Route-1,14,12,13,3.294894840531441,1,65,14,2.32,179
2025-04-04 11:57:50.633444,Route-2,7,3,11,2.025359403268758,0,47,5,1.26,133
2025-04-04 11:57:50.633444,Route-3,2,6,19,2.7149636590849417,0,53,13,1.91,81
2025-04-04 11:57:50.633444,Route-4,10,39,31,1.4076656922667907,0,56,4,0.87,206
2025-04-04 11:57:50.633444,Route-5,10,32,12,1.9290929113855941,0,72,18,2.4,64
2025-04-04 12:57:50.633444,Route-1,14,37,28,2.558308412613653,0,86,18,2.41,222
2025-04-04 12:57:50.633444,Route-2,11,10,13,3.222620753413943,0,81,12,1.73,249
2025-04-04 12:57:50.633444,Route-3,9,16,29,3.0032373831581016,0,45,11,0.74,61
2025-04-04 12:57:50.633444,Route-4,12,30,17,2.3336211380449843,0,40,19,0.6,129
2025-04-04 12:57:50.633444,Route-5,9,16,31,1.9663032296328602,0,78,3,1.0,171
2025-04-04 13:57:50.633444,Route-1,1,11,25,2.274485669401936,0,69,5,1.18,107
2025-04-04 13:57:50.633444,Route-2,5,40,17,2.031116014767175,0,64,2,1.41,215
2025-04-04 13:57:50.633444,Route-3,13,35,36,2.425080334196354,0,68,4,0.97,83
2025-04-04 13:57:50.633444,Route-4,6,30,34,2.153005629489855,1,69,3,1.57,246
2025-04-04 13:57:50.633444,Route-5,11,21,10,1.6146470713115564,0,14,18,1.02,215
2025-04-04 14:57:50.633444,Route-1,8,36,20,2.306740829082274,0,83,9,1.06,116
2025-04-04 14:57:50.633444,Route-2,5,35,26,2.588840106628399,0,43,12,0.99,122
2025-04-04 14:57:50.633444,Route-3,4,15,23,3.155340935656997,0,94,19,1.69,168
2025-04-04 14:57:50.633444,Route-4,9,13,38,3.1055171339373304,0,31,17,1.25,115
2025-04-04 14:57:50.633444,Route-5,2,6,12,2.4493757759667547,0,54,4,1.35,172
2025-04-04 15:57:50.633444,Route-1,7,19,12,2.799659507219169,0,44,3,1.79,151
2025-04-04 15:57:50.633444,Route-2,5,17,23,2.3759223918908514,0,82,15,2.24,177
2025-04-04 15:57:50.633444,Route-3,6,12,12,1.991504314869383,0,66,13,1.8,106
2025-04-04 15:57:50.633444,Route-4,1,37,35,2.888295499650096,0,76,8,1.57,103
2025-04-04 15:57:50.633444,Route-5,14,2,32,1.470274920428436,0,57,10,2.17,176
2025-04-04 16:57:50.633444,Route-1,2,41,35,2.784823732877051,0,83,4,0.8,169
2025-04-04 16:57:50.633444,Route-2,10,37,38,1.3435422427182644,0,44,6,1.95,98
2025-04-04 16:57:50.633444,Route-3,1,30,12,1.7047395713782616,0,33,7,0.73,171
2025-04-04 16:57:50.633444,Route-4,0,2,23,1.5349333613042586,0,55,12,0.96,239
2025-04-04 16:57:50.633444,Route-5,5,11,13,3.0206970639559287,0,47,6,1.07,171
2025-04-04 17:57:50.633444,Route-1,8,3,27,2.9543782281624082,0,22,2,2.3,178
2025-04-04 17:57:50.633444,Route-2,3,6,35,2.177270706612867,0,32,12,2.48,141
2025-04-04 17:57:50.633444,Route-3,4,9,10,3.3146764722203352,0,93,19,1.8,232
2025-04-04 17:57:50.633444,Route-4,0,21,15,2.90985863518968,0,44,7,1.7,179
2025-04-04 17:57:50.633444,Route-5,10,7,12,2.3164621672110126,1,85,16,0.84,130
2025-04-04 18:57:50.633444,Route-1,4,16,19,2.3907604052944986,0,80,14,0.53,223
2025-04-04 18:57:50.633444,Route-2,14,26,12,1.3074452821805091,0,72,15,1.41,225
2025-04-04 18:57:50.633444,Route-3,3,1,31,2.941403224342575,1,66,13,2.39,127
2025-04-04 18:57:50.633444,Route-4,10,37,27,2.8001635728724654,0,39,11,1.77,238
2025-04-04 18:57:50.633444,Route-5,3,9,39,1.757669435757836,0,45,4,2.32,128
2025-04-04 19:57:50.633444,Route-1,0,8,29,2.329054742816502,0,77,11,1.59,78
2025-04-04 19:57:50.633444,Route-2,9,34,28,2.0212575488392694,1,37,11,1.91,199
2025-04-04 19:57:50.633444,Route-3,14,8,37,1.4377896337862732,0,76,9,0.97,188
2025-04-04 19:57:50.633444,Route-4,6,40,22,1.668964988926024,0,63,11,1.24,229
2025-04-04 19:57:50.633444,Route-5,11,3,15,2.7125728283870654,0,27,8,1.0,91
2025-04-04 20:57:50.633444,Route-1,6,30,21,2.7114637240425328,0,54,13,1.55,51
2025-04-04 20:57:50.633444,Route-2,0,25,25,3.063789249742226,0,10,9,1.89,231
2025-04-04 20:57:50.633444,Route-3,12,29,18,3.059098121674058,0,85,11,1.91,77
2025-04-04 20:57:50.633444,Route-4,4,29,31,2.6216676344712098,0,88,7,0.75,149
2025-04-04 20:57:50.633444,Route-5,8,24,28,3.4813592982137163,0,75,6,2.44,175
2025-04-04 21:57:50.633444,Route-1,13,9,24,3.273131564203047,0,73,2,1.52,103
2025-04-04 21:57:50.633444,Route-2,8,28,12,2.4468490318189082,0,13,12,1.38,173
2025-04-04 21:57:50.633444,Route-3,2,40,32,2.4791759584695434,0,99,6,0.87,189
2025-04-04 21:57:50.633444,Route-4,10,37,19,2.0722474621580758,1,98,15,2.12,89
2025-04-04 21:57:50.633444,Route-5,0,26,10,2.524367770482917,0,54,7,0.59,86
2025-04-04 22:57:50.633444,Route-1,3,32,16,3.410571772318839,0,71,5,0.9,139
2025-04-04 22:57:50.633444,Route-2,13,24,10,2.6382145410754925,0,35,7,1.9,151
2025-04-04 22:57:50.633444,Route-3,13,14,39,2.6224901900144353,0,78,10,0.99,148
2025-04-04 22:57:50.633444,Route-4,5,36,24,1.3792054180434905,0,49,18,1.49,98
2025-04-04 22:57:50.633444,Route-5,9,7,24,2.8624785442169474,1,34,17,2.24,100
2025-04-04 23:57:50.633444,Route-1,9,37,37,1.3755595053156209,0,36,16,1.95,119
2025-04-04 23:57:50.633444,Route-2,0,38,34,2.020535667716649,1,91,12,1.54,233
2025-04-04 23:57:50.633444,Route-3,2,22,23,3.102878200992922,1,67,19,1.3,242
2025-04-04 23:57:50.633444,Route-4,8,43,20,2.55780365880626,0,34,13,1.57,148
2025-04-04 23:57:50.633444,Route-5,4,44,17,1.8963910880620598,0,21,10,0.97,199
2025-04-05 00:57:50.633444,Route-1,0,25,34,3.3153338687163014,0,18,8,1.74,135
2025-04-05 00:57:50.633444,Route-2,11,36,29,1.6052594607747803,1,90,19,1.98,197
2025-04-05 00:57:50.633444,Route-3,5,40,20,2.7746740178077762,0,62,16,0.72,237
2025-04-05 00:57:50.633444,Route-4,13,29,27,2.5592799883566384,0,40,13,0.8,231
2025-04-05 00:57:50.633444,Route-5,9,2,16,2.712506765448187,0,18,5,0.52,100
2025-04-05 01:57:50.633444,Route-1,3,6,12,2.538775941018006,0,59,4,2.04,151
2025-04-05 01:57:50.633444,Route-2,0,43,36,1.2964840877549149,1,83,5,0.8,220
2025-04-05 01:57:50.633444,Route-3,13,41,12,2.5659396512050163,0,86,9,1.7,114
2025-04-05 01:57:50.633444,Route-4,9,35,15,3.1292860960789066,0,63,6,2.06,59
2025-04-05 01:57:50.633444,Route-5,11,44,34,3.182225654912612,0,45,4,0.58,65
2025-04-05 02:57:50.633444,Route-1,11,12,29,1.2280240603792054,0,54,9,0.85,164
2025-04-05 02:57:50.633444,Route-2,13,18,34,2.960714495617296,0,13,8,0.76,181
2025-04-05 02:57:50.633444,Route-3,6,30,15,2.060762642927719,0,30,18,0.93,83
2025-04-05 02:57:50.633444,Route-4,11,17,37,2.5839276631104857,0,57,10,1.69,131
2025-04-05 02:57:50.633444,Route-5,0,5,24,2.8159245055163797,0,11,15,0.64,134
2025-04-05 03:57:50.633444,Route-1,2,7,34,2.5654854049577507,0,22,19,2.27,143
2025-04-05 03:57:50.633444,Route-2,11,13,35,2.1150879507710387,0,35,11,1.15,240
2025-04-05 03:57:50.633444,Route-3,2,7,22,2.6140466102921884,0,22,8,1.76,91
2025-04-05 03:57:50.633444,Route-4,5,43,39,2.317721606170965,1,73,8,2.33,96
2025-04-05 03:57:50.633444,Route-5,14,32,18,2.8436773270144564,0,84,6,1.23,85
2025-04-05 04:57:50.633444,Route-1,12,31,16,3.2402862100410292,0,69,10,1.18,210
2025-04-05 04:57:50.633444,Route-2,11,3,23,3.283316214343115,0,65,7,1.22,95
2025-04-05 04:57:50.633444,Route-3,13,6,14,3.378050693554722,0,24,17,0.71,210
2025-04-05 04:57:50.633444,Route-4,7,19,17,1.281411967810642,0,65,17,2.47,106
2025-04-05 04:57:50.633444,Route-5,11,11,22,1.3410075351909418,0,51,15,2.16,87
2025-04-05 05:57:50.633444,Route-1,8,44,15,3.239463924292769,0,13,5,0.95,53
2025-04-05 05:57:50.633444,Route-2,8,28,24,1.3076859684047712,0,14,18,1.6,227
2025-04-05 05:57:50.633444,Route-3,5,31,22,3.349517706419525,0,26,11,2.16,233
2025-04-05 05:57:50.633444,Route-4,10,6,31,1.737455331874108,0,97,15,1.91,238
2025-04-05 05:57:50.633444,Route-5,0,7,37,2.4002237404907647,0,57,14,1.91,195
2025-04-05 06:57:50.633444,Route-1,6,8,24,1.365075854746354,0,16,11,1.7,67
2025-04-05 06:57:50.633444,Route-2,3,15,19,3.245752968466628,1,91,5,0.95,83
2025-04-05 06:57:50.633444,Route-3,2,36,24,1.6017554604581565,0,39,11,1.82,171
2025-04-05 06:57:50.633444,Route-4,7,9,20,1.51415373607005,0,31,7,0.59,234
2025-04-05 06:57:50.633444,Route-5,7,6,34,2.6676949993971526,0,40,7,2.02,102
2025-04-05 07:57:50.633444,Route-1,4,15,29,3.3663849295503026,0,89,16,1.73,59
2025-04-05 07:57:50.633444,Route-2,9,31,14,3.0748212126623065,0,76,13,0.86,142
2025-04-05 07:57:50.633444,Route-3,9,41,15,1.7035683232439678,0,70,9,1.94,194
2025-04-05 07:57:50.633444,Route-4,7,42,24,1.4475537409710886,0,25,3,0.68,238
2025-04-05 07:57:50.633444,Route-5,7,10,26,3.4469868434441544,0,82,8,1.3,166
2025-04-05 08:57:50.633444,Route-1,2,39,17,2.5649643618773816,1,91,13,1.33,133
2025-04-05 08:57:50.633444,Route-2,4,17,17,2.7089293509949677,0,64,4,1.46,157
2025-04-05 08:57:50.633444,Route-3,5,34,11,3.3879163878455794,0,78,8,1.74,217
2025-04-05 08:57:50.633444,Route-4,4,33,24,2.365565211193379,0,89,3,1.55,188
2025-04-05 08:57:50.633444,Route-5,11,40,10,2.366162268699698,1,69,12,0.68,127
2025-04-05 09:57:50.633444,Route-1,8,29,17,3.4497802380481923,0,51,4,1.83,150
2025-04-05 09:57:50.633444,Route-2,1,22,34,2.7926266195674057,0,40,15,2.23,239
2025-04-05 09:57:50.633444,Route-3,10,7,15,2.74486555007372,0,51,18,1.02,58
2025-04-05 09:57:50.633444,Route-4,0,17,37,1.2827009693679352,0,46,13,1.03,158
2025-04-05 09:57:50.633444,Route-5,4,3,15,1.8799430821952803,0,81,16,1.47,118
2025-04-05 10:57:50.633444,Route-1,1,21,37,2.886541805808113,0,39,15,2.24,222
2025-04-05 10:57:50.633444,Route-2,5,3,12,1.3370646848268675,0,37,14,0.59,87
2025-04-05 10:57:50.633444,Route-3,13,7,13,3.162545398895565,0,32,3,1.06,182
2025-04-05 10:57:50.633444,Route-4,0,19,25,3.4994139918563345,0,81,15,1.79,138
2025-04-05 10:57:50.633444,Route-5,2,33,25,2.683005899984308,0,44,3,0.79,58
2025-04-05 11:57:50.633444,Route-1,9,38,25,3.417655003621519,0,47,9,1.85,75
2025-04-05 11:57:50.633444,Route-2,1,40,29,2.8398773274023106,0,60,16,1.38,125
2025-04-05 11:57:50.633444,Route-3,7,16,39,1.585206518305387,0,73,15,0.76,64
2025-04-05 11:57:50.633444,Route-4,12,23,34,2.504774128558929,1,10,6,1.28,52
2025-04-05 11:57:50.633444,Route-5,0,29,22,2.866745641598252,0,36,6,1.1,182
2025-04-05 12:57:50.633444,Route-1,1,25,16,3.148118939285694,0,45,2,1.77,101
2025-04-05 12:57:50.633444,Route-2,13,34,28,2.35832599595168,0,61,12,0.77,56
2025-04-05 12:57:50.633444,Route-3,4,26,21,2.27322184363458,1,14,17,0.88,196
2025-04-05 12:57:50.633444,Route-4,8,30,16,1.3351153016410997,0,63,8,0.9,162
2025-04-05 12:57:50.633444,Route-5,9,12,16,1.7260411081945444,0,93,14,0.56,113
2025-04-05 13:57:50.633444,Route-1,13,18,25,1.6486823040323806,0,88,7,2.38,151
2025-04-05 13:57:50.633444,Route-2,13,11,32,1.8736153240402529,0,43,12,1.75,80
2025-04-05 13:57:50.633444,Route-3,1,2,35,1.38318116813018,0,99,11,2.41,86
2025-04-05 13:57:50.633444,Route-4,9,36,33,3.3299598377652533,1,31,19,1.5,51
2025-04-05 13:57:50.633444,Route-5,10,44,33,3.4893123671689397,0,39,7,0.97,61
2025-04-05 14:57:50.633444,Route-1,3,22,35,2.2035750626152315,0,86,11,2.04,243
2025-04-05 14:57:50.633444,Route-2,9,29,33,2.9166577171872934,0,80,5,1.91,58
2025-04-05 14:57:50.633444,Route-3,0,41,35,1.8394904964311656,0,18,15,1.11,183
2025-04-05 14:57:50.633444,Route-4,6,31,13,1.2471078872810368,0,71,17,1.88,229
2025-04-05 14:57:50.633444,Route-5,9,13,14,1.5562967869110194,0,73,11,0.74,70
2025-04-05 15:57:50.633444,Route-1,9,15,27,3.405620448976866,0,18,11,1.43,200
2025-04-05 15:57:50.633444,Route-2,1,34,30,3.171123874787219,0,72,6,2.41,122
2025-04-05 15:57:50.633444,Route-3,2,11,10,1.6120995858256333,0,34,6,2.15,182
2025-04-05 15:57:50.633444,Route-4,0,32,32,2.659034960920983,0,12,19,2.25,219
2025-04-05 15:57:50.633444,Route-5,7,4,35,1.5000684135247757,0,26,5,0.94,91
2025-04-05 16:57:50.633444,Route-1,14,23,38,2.052943105196041,0,35,4,2.32,137
2025-04-05 16:57:50.633444,Route-2,9,9,24,1.759951469600049,1,85,11,1.99,64
2025-04-05 16:57:50.633444,Route-3,11,20,28,1.6508870778505316,0,79,9,2.2,182
2025-04-05 16:57:50.633444,Route-4,0,9,30,3.2917566858094167,1,56,19,0.77,86
2025-04-05 16:57:50.633444,Route-5,7,39,20,2.7815458194409715,0,12,14,2.29,61
2025-04-05 17:57:50.633444,Route-1,9,31,30,1.812161173408465,0,11,9,0.82,234
2025-04-05 17:57:50.633444,Route-2,7,34,24,1.9940225384622374,0,44,6,1.27,115
2025-04-05 17:57:50.633444,Route-3,8,21,18,1.4878569356492632,0,67,12,2.48,55
2025-04-05 17:57:50.633444,Route-4,1,41,31,1.2877766722517474,1,67,17,2.1,110
2025-04-05 17:57:50.633444,Route-5,10,25,23,1.3020890791150421,0,98,16,1.37,97
2025-04-05 18:57:50.633444,Route-1,13,15,33,1.9588096351081359,0,97,18,0.76,53
2025-04-05 18:57:50.633444,Route-2,2,28,34,1.358620501002194,0,32,11,1.43,146
2025-04-05 18:57:50.633444,Route-3,14,24,33,2.393584520308311,0,59,7,0.8,96
2025-04-05 18:57:50.633444,Route-4,14,19,31,3.313574563343744,1,81,10,2.28,93
2025-04-05 18:57:50.633444,Route-5,11,36,21,2.3401223467939025,0,23,15,1.7,222
2025-04-05 19:57:50.633444,Route-1,3,11,18,3.094289443870283,0,33,15,2.1,112
2025-04-05 19:57:50.633444,Route-2,7,4,26,2.973469320563089,0,38,3,1.8,171
2025-04-05 19:57:50.633444,Route-3,4,5,32,1.8468857397591452,0,27,13,0.74,211
2025-04-05 19:57:50.633444,Route-4,5,5,20,2.9721126275169123,1,29,8,2.44,221
2025-04-05 19:57:50.633444,Route-5,7,9,30,1.213223276164165,0,61,9,1.83,182
2025-04-05 20:57:50.633444,Route-1,5,7,29,2.4968355320159743,0,26,15,1.49,174
2025-04-05 20:57:50.633444,Route-2,13,38,25,1.423252355386417,0,51,10,1.75,183
2025-04-05 20:57:50.633444,Route-3,0,21,25,1.330216011465893,0,15,17,0.53,166
2025-04-05 20:57:50.633444,Route-4,10,41,30,2.2819385234202034,0,95,2,1.88,79
2025-04-05 20:57:50.633444,Route-5,12,41,12,1.5648198955128505,0,35,19,1.66,220
2025-04-05 21:57:50.633444,Route-1,8,41,29,3.483018802266134,0,14,5,1.24,113
2025-04-05 21:57:50.633444,Route-2,4,13,11,3.107360102773429,0,16,10,2.4,125
2025-04-05 21:57:50.633444,Route-3,12,15,29,1.235927137095958,0,26,7,0.96,206
2025-04-05 21:57:50.633444,Route-4,8,17,27,1.7793304930156135,0,19,16,0.98,223
2025-04-05 21:57:50.633444,Route-5,9,13,11,1.9059391428687766,0,35,2,2.03,138
2025-04-05 22:57:50.633444,Route-1,2,41,12,1.915724007372326,0,55,8,0.94,238
2025-04-05 22:57:50.633444,Route-2,0,19,23,2.1292015663882924,0,57,17,1.09,140
2025-04-05 22:57:50.633444,Route-3,6,43,20,2.029597124302444,0,63,16,1.52,59
2025-04-05 22:57:50.633444,Route-4,8,23,25,2.946806878854815,0,17,6,1.5,98
2025-04-05 22:57:50.633444,Route-5,0,5,28,2.1315745878483976,0,16,18,1.31,229
2025-04-05 23:57:50.633444,Route-1,8,15,28,1.208309647061791,0,72,12,0.63,94
2025-04-05 23:57:50.633444,Route-2,4,26,32,3.0945923370458512,0,83,17,1.19,177
2025-04-05 23:57:50.633444,Route-3,10,39,30,2.2201123390264756,0,22,7,1.88,86
2025-04-05 23:57:50.633444,Route-4,2,29,39,3.4764510334571073,0,88,15,1.09,76
2025-04-05 23:57:50.633444,Route-5,11,13,17,1.6567738455168755,0,11,13,1.51,149
